source_idx,source_name,volume,issue,n_works,yr_min,yr_max,yr_spread,vol_typical_yr,yr_excess,years_and_counts,example_titles
126936603,International Regional Science Review,35,4,4,2010,2012,2,2012,2,"{2010: 1, 2012: 3}",Comparing Multipliers from Survey and Non-Survey Based IO Models
171424506,European Accounting Review,21,1,8,2010,2012,2,2012,2,"{2010: 3, 2011: 3, 2012: 2}","Interviews – Learning the Craft of Qualitative Research Interviewing | Compensation and Organisational Performance: Theory, Research and Practice (1<sup>st</sup>Edition)"
166264140,Emerging Markets Finance and Trade,57,6,22,2019,2021,2,2019,2,"{2019: 4, 2021: 18}",Household Financial Portfolios in an Emerging Economy—The Case of Chile | Trade Liberalization and Labor Market Adjustments: Does Rent Sharing Matter?
2764726166,Asia Pacific Management Review,25,3,7,2018,2020,2,2020,2,"{2018: 1, 2019: 1, 2020: 5}",The dark and bright sides of agency problems: Evidence from insider compensation of family pyramidal firms
203860005,The Quarterly Journal of Economics,128,2,9,2011,2013,2,2013,2,"{2011: 1, 2012: 3, 2013: 5}",Proximity and Investment: Evidence from Plant-Level Data
107859553,International Small Business Journal Researching Entrepreneurship,33,4,6,2013,2015,2,2013,2,"{2013: 4, 2015: 2}",Book review: Organizing entrepreneurial judgment: A new approach to the firm | The evolution of the small business and entrepreneurship field: A bibliometric investigation of articles published in the <i>International Small Business Journal</i>
187626162,Entrepreneurship Theory and Practice,36,2,11,2010,2012,2,2012,2,"{2010: 9, 2012: 2}","Revising Manuscripts for Premier Entrepreneurship Journals | Instructor's Note: RHS, Inc.: Innovation “Guiding” Agriculture"
4210171597,Accounting and Finance,58,4,9,2016,2018,2,2016,2,"{2016: 5, 2017: 1, 2018: 3}",Adoption of international financial reporting standards and the cost of adverse selection
47824075,Global Economic Review,45,3,6,2014,2016,2,2016,2,"{2014: 1, 2016: 5}",FRAND Royalties and Injunctions for Standard Essential Patents
88935262,The Review of Economic Studies,71,3,11,2002,2004,2,2004,2,"{2002: 1, 2004: 10}",Wealth Inequality and Intergenerational Links
145200904,Health Economics,30,S1,8,2019,2021,2,2021,2,"{2019: 2, 2020: 4, 2021: 2}","Smoking, life expectancy, and chronic disease in South Korea, Singapore, and the United States: A microsimulation model | The effect of college education on health and mortality: Evidence from Canada"
124549413,Journal of Economic Surveys,18,3,8,2002,2004,2,2004,2,"{2002: 1, 2004: 7}",Macroeconomic Adjustment and the Poor: Analytical Issues and Cross-Country Evidence
131852005,European Financial Management,19,3,8,2011,2013,2,2013,2,"{2011: 1, 2013: 7}",Herding in a Concentrated Market: a Question of Intent
143995394,Journal of World Business,53,2,15,2016,2018,2,2018,2,"{2016: 3, 2017: 10, 2018: 2}",Contextualizing speed and cross-border acquisition performance: Labor market flexibility and efficiency effects | Business group reputation and affiliates’ internationalization strategies
4210173397,Journal of Public Finance and Public Choice,37,1,6,2020,2022,2,2022,2,"{2020: 1, 2021: 4, 2022: 1}",Health politics? Determinants of US states’ reactions to COVID-19
121026525,Journal of Evolutionary Economics,30,1,9,2018,2020,2,2020,2,"{2018: 7, 2019: 1, 2020: 1}",Technological unemployment and income inequality: a stock-flow consistent agent-based approach
44376543,Business & Society,59,7,7,2018,2020,2,2018,2,"{2018: 4, 2019: 2, 2020: 1}","The Elephant in the Room: The Nascent Research Agenda on Corporations, Social Responsibility, and Capitalism"
185905316,The Journal of Technology Transfer,44,5,13,2017,2019,2,2017,2,"{2017: 1, 2018: 4, 2019: 8}",Scientific and technological (human) social capital formation and Industry–University Cooperative Research Centers: a quasi-experimental evaluation of graduate student outcomes
166264140,Emerging Markets Finance and Trade,57,8,18,2019,2021,2,2019,2,"{2019: 13, 2020: 2, 2021: 3}",Spatial Differences in Emission Reduction Effect of Servitization of Manufacturing Industry Export in China | Predecessor versus Acquisition: Evidence of Business Combination under Common Control from China
149070780,Production and Operations Management,29,9,10,2018,2020,2,2020,2,"{2018: 1, 2020: 9}",Two Is Better Than One: A Dynamic Analysis of Value Co‐Creation
52333995,Journal of Economic Methodology,30,2,10,2021,2023,2,2023,2,"{2021: 2, 2022: 3, 2023: 5}",A deeper struggle for the soul of economics | The struggle for the soul of macroeconomics
2165841,International Finance,19,3,6,2014,2016,2,2016,2,"{2014: 1, 2016: 5}",External and Macroeconomic Adjustment in the Larger Euro Area Countries
206007305,Economic Systems,38,3,10,2012,2014,2,2014,2,"{2012: 1, 2014: 9}",Economic and Spatial Determinants of Interregional Migration in Kazakhstan
23254222,American Economic Review,96,5,26,2004,2006,2,2006,2,"{2004: 1, 2006: 25}",In the Right Place at the Wrong Time: The Role of Firms and Luck in Young Workers' Careers
39307421,Technological Forecasting and Social Change,71,9,10,2002,2004,2,2004,2,"{2002: 1, 2003: 3, 2004: 6}",FROM MY PERSPECTIVE
61992289,Journal of Advertising Research,57,4,11,2015,2017,2,2017,2,"{2015: 1, 2017: 10}",Improving the Effectiveness and Credibility Of Corporate Social Responsibility Messaging
171491724,Journal of Economics and Finance,35,4,7,2009,2011,2,2009,2,"{2009: 4, 2010: 2, 2011: 1}",Will export taxes replace VERs?
121026525,Journal of Evolutionary Economics,26,1,9,2014,2016,2,2016,2,"{2014: 1, 2015: 6, 2016: 2}",Rock Around the Clock: An Agent-Based Model of Low- and High-Frequency Trading
94552155,Organization & Environment,34,3,7,2019,2021,2,2019,2,"{2019: 3, 2020: 3, 2021: 1}",Tinkering With the Plumbing of Sustainable Enterprises: The Case for Field Experimental Research in Corporate Sustainability
105799767,European Journal of the History of Economic Thought,22,4,12,2013,2015,2,2015,2,"{2013: 5, 2015: 7}",Bernard Mandeville's vision of the social utility of pride and greed | Adam Smith on the subordination of wage-earners in the commercial society
76633192,Journal of Business Ethics,152,4,19,2016,2018,2,2016,2,"{2016: 12, 2018: 7}","Transformational Business Models, Grand Challenges, and Social Impact | Made in Carcere: Integral Human Development in Extreme Conditions"
95464858,Econometrica,71,5,13,2001,2003,2,2003,2,"{2001: 1, 2003: 12}",Estimation of a Dynamic Auction Game
199447588,Journal of Public Economics,96,9-10,19,2010,2012,2,2012,2,"{2010: 1, 2012: 18}",Evaluating the Efficiency and Equity of Federal Fiscal Equalization
192056284,Economics of Innovation and New Technology,17,5,6,2006,2008,2,2008,2,"{2006: 1, 2008: 5}",SCIENCE AND INDUSTRY: TRACING THE FLOW OF BASIC RESEARCH THROUGH MANUFACTURING AND TRADE
191005381,Defence and Peace Economics,30,1,8,2017,2019,2,2017,2,"{2017: 7, 2019: 1}",Editorial Announcement
35673206,International Marketing Review,40,1,8,2021,2023,2,2023,2,"{2021: 1, 2022: 6, 2023: 1}","Impact of nation brand experience on nation brand loyalty, and positive WOM in a changing environment: the role of nation brand love"
124549413,Journal of Economic Surveys,18,2,3,2002,2004,2,2004,2,"{2002: 1, 2004: 2}",Programme Evaluation with Multiple Treatments
12818680,Corporate Social Responsibility and Environmental Management,22,5,4,2013,2015,2,2013,2,"{2013: 3, 2015: 1}",The Effects of Climate Change Policy on the Business Community: A Corporate Environmental Accounting Perspective
107033909,Journal of Economics,131,1,4,2018,2020,2,2020,2,"{2018: 1, 2020: 3}","Downstream rivals’ competition, bargaining, and welfare"
192266589,Group & Organization Management,43,1,6,2016,2018,2,2018,2,"{2016: 1, 2017: 4, 2018: 1}",Conflict in Teams: Modeling Early and Late Conflict States and the Interactive Effects of Conflict Processes
7424199,Public Choice,195,3-4,10,2021,2023,2,2021,2,"{2021: 8, 2023: 2}",Standing on the shoulders of giants or science? Lessons from ordoliberalism | The Freiburg School and the Virginia School: introduction to the special issue
37173775,European Journal of Law and Economics,36,2,8,2011,2013,2,2011,2,"{2011: 4, 2012: 1, 2013: 3}",A microeconomic model of the demand of civil justice: is one institutional context better than another?
180061323,The Review of Economics and Statistics,106,6,19,2022,2024,2,2022,2,"{2022: 17, 2023: 1, 2024: 1}",Endogenous Firm Competition and the Cyclicality of Markups
27632631,Journal of Brand Management,17,2,6,2007,2009,2,2009,2,"{2007: 1, 2008: 3, 2009: 2}",Brand commitment in consumer–brand relationships: An investment model approach
4210220312,International Journal of Logistics Research and Applications,27,7,9,2022,2024,2,2022,2,"{2022: 7, 2024: 2}",The influence of supply chain leadership on innovation: the mediating role of team creativity climate and the moderating role of supply chain complexity | Involving purchasing and supply management in open ecological innovation: the moderating role of digital technologies
191005381,Defence and Peace Economics,30,4,8,2017,2019,2,2017,2,"{2017: 4, 2018: 3, 2019: 1}",Review of ‘The Emergence of EU Defense Research Policy: From Innovation to Militarization’
144747835,Australian Accounting Review,30,3,5,2018,2020,2,2018,2,"{2018: 3, 2020: 2}",Prudential Application of IFRS 9: (Un)Fair Reporting in COVID‐19 Crisis for Banks Worldwide?! | Executive Compensation and Financial Performance Measures: Evidence from Significant Financial Institutions
57667410,Annals of Operations Research,277,2,12,2017,2019,2,2017,2,"{2017: 5, 2018: 6, 2019: 1}",Preface: Queueing theory and network applications
165057322,Production Planning & Control,35,9,11,2022,2024,2,2022,2,"{2022: 9, 2023: 1, 2024: 1}","Exploring the potential of blockchain-enabled lean automation in supply chain management: a systematic literature review, classification taxonomy, and future research agenda"
42678134,Journal of Hospitality & Tourism Research,48,4,16,2022,2024,2,2022,2,"{2022: 2, 2023: 13, 2024: 1}",Responsible Tourism and Hospitality
76633192,Journal of Business Ethics,162,3,14,2018,2020,2,2018,2,"{2018: 13, 2020: 1}",Correction to: How do Consumers Reconcile Positive and Negative CSR-Related Information to Form an Ethical Brand Perception? A Mixed Method Inquiry
131852005,European Financial Management,15,3,9,2007,2009,2,2009,2,"{2007: 1, 2008: 2, 2009: 6}",The Impact of Managerial Entrenchment on Agency Costs: An Empirical Investigation Using UK Panel Data
76633192,Journal of Business Ethics,153,4,16,2016,2018,2,2016,2,"{2016: 5, 2017: 1, 2018: 10}",Multinational Tax Avoidance: Virtue Ethics and the Role of Accountants
196919950,Family Business Review,28,2,5,2013,2015,2,2015,2,"{2013: 1, 2014: 3, 2015: 1}",Sustaining the Family Business With Minimal Financial Rewards
131852005,European Financial Management,21,2,13,2013,2015,2,2013,2,"{2013: 5, 2014: 2, 2015: 6}","Investors' Judgments, Asset Pricing Factors and Sentiment | Higher‐moment Risk Exposures in Hedge Funds"
170137484,Review of Financial Studies,24,2,8,2009,2011,2,2011,2,"{2009: 1, 2010: 6, 2011: 1}",When Are Analyst Recommendation Changes Influential?
198098467,Journal of International Economics,60,2,11,2001,2003,2,2003,2,"{2001: 1, 2003: 10}",The Optimal Tax on Antebellum U.S. Cotton Exports
39307421,Technological Forecasting and Social Change,71,7,8,2002,2004,2,2004,2,"{2002: 1, 2003: 2, 2004: 5}",Institutional elasticity as a significant driver of IT functionality development
192056284,Economics of Innovation and New Technology,31,1-2,8,2020,2022,2,2020,2,"{2020: 6, 2021: 1, 2022: 1}",A gender study of principal investigator lead public R&amp;D centres and funding
4210177023,Brazilian Journal of Political Economy,42,1,15,2020,2022,2,2022,2,"{2020: 1, 2022: 14}",ERRATA Brazilian Journal of Political Economy Revista de Economia Política (2020)
2735890421,The World Bank Economic Review,34,1,11,2017,2019,2,2019,2,"{2017: 2, 2018: 8, 2019: 1}","Get Rich or Die Tryin’: Perceived Earnings, Perceived Mortality Rates, and Migration Decisions of Potential Work Migrants from Nepal"
105799767,European Journal of the History of Economic Thought,23,3,9,2014,2016,2,2016,2,"{2014: 6, 2016: 3}","<i>James Tobin</i>. Great Thinkers in Economics Series, by Robert Dimand | Mark Blaug: Rebel with Many Causes, edited by Marcel Boumans and Matthias Klaes"
95323914,Journal of Political Economy,118,6,5,2008,2010,2,2010,2,"{2008: 1, 2010: 4}",Dynamic Merger Review
149070780,Production and Operations Management,25,3,14,2014,2016,2,2016,2,"{2014: 2, 2015: 9, 2016: 3}",Bi‐level Programing Merger Evaluation and Application to Banking Operations | Buyer Behavior in Quality‐Dominated Multi‐Sourcing Recyclable‐Material Procurement of Green Supply Chains
39307421,Technological Forecasting and Social Change,71,3,7,2002,2004,2,2004,2,"{2002: 2, 2003: 3, 2004: 2}",Averting decision debacles | Exploring e-government futures through the application of scenario planning
122767448,Journal of Management,39,7,10,2011,2013,2,2011,2,"{2011: 1, 2012: 5, 2013: 4}",How Lead Founder Personality Affects New Venture Performance
9019866,Journal of Transnational Management,27,2,5,2020,2022,2,2022,2,"{2020: 2, 2022: 3}",The relationship of domestic institutional investors and India stock market returns: An ARDL bound testing approach | Remittance flows and banking sector development in emerging markets: Do institutions matter?
4210183127,Cuadernos de Economía,38,78,5,2017,2019,2,2019,2,"{2017: 1, 2019: 4}",Who Wants Violence? The Political Economy of Conflict and State Building in Colombia
3354691,Journal of Small Business and Enterprise Development,30,2,9,2021,2023,2,2023,2,"{2021: 1, 2022: 5, 2023: 3}","Algorithms and venture investment decisions: better, fairer or biased?"
44376543,Business & Society,60,1,8,2018,2020,2,2020,2,"{2018: 3, 2019: 3, 2020: 2}","Natural Sciences, Management Theory, and System Transformation for Sustainability | Sixty and Strong"
171424506,European Accounting Review,23,1,7,2012,2014,2,2014,2,"{2012: 1, 2013: 5, 2014: 1}",The Challenge of Assessing the Market Value of Private Companies Using a Standardised Combination Method for Tax Purposes – Lessons to be Learnt from Past Experience
197981039,Economics and Politics,24,1,4,2010,2012,2,2012,2,"{2010: 1, 2011: 1, 2012: 2}",The Role of the Judiciary in the Public Decision Making Process
41869786,Small Business Economics,37,3,6,2009,2011,2,2009,2,"{2009: 5, 2011: 1}",Candidate gene studies and the quest for the entrepreneurial gene
174413665,Review of Income and Wealth,60,2,10,2012,2014,2,2014,2,"{2012: 3, 2013: 3, 2014: 4}",The <scp>GDP</scp> Value of Twentieth‐Century Health Improvements in Developed Economies: Initial Estimates for <scp>E</scp>ngland | Non‐Linear Pricing and Price Indexes: Evidence and Implications from Scanner Data
122767448,Journal of Management,38,3,7,2010,2012,2,2010,2,"{2010: 6, 2012: 1}",Misconceptions of Traits Continue to Persist
4210190151,Omega,37,1,22,2006,2008,2,2008,2,"{2006: 12, 2007: 8, 2008: 2}","Essential properties of good OR/MS professionals | Acknowledgement to referees (From March 16, 2007 to March 31, 2008)"
201675752,Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l Administration,34,1,8,2015,2017,2,2017,2,"{2015: 4, 2016: 3, 2017: 1}",Éditorial
151705444,Journal of Management Studies,57,2,7,2018,2020,2,2020,2,"{2018: 1, 2019: 5, 2020: 1}",Person or Job? Change in Person‐Job Fit and Its Impact on Employee Work Attitudes over Time
41869786,Small Business Economics,35,2,6,2008,2010,2,2008,2,"{2008: 2, 2009: 2, 2010: 2}",Gibrat’s law and persistence of growth in Greek manufacturing | One or more growth processes? Evidence from new Italian firms
38024979,Journal of International Business Studies,50,1,11,2017,2019,2,2019,2,"{2017: 1, 2018: 8, 2019: 2}",Does organizational formalization facilitate voice and helping organizational citizenship behaviors? It depends on (national) uncertainty norms
153861934,Journal of Marketing Education,42,2,8,2018,2020,2,2020,2,"{2018: 5, 2019: 1, 2020: 2}","Improv Comedy and Modern Marketing Education: Exploring Consequences for Divergent Thinking, Self-Efficacy, and Collaboration"
57667410,Annals of Operations Research,244,1,14,2014,2016,2,2016,2,"{2014: 4, 2015: 4, 2016: 6}",Double resource optimization for a robust computer network subject to a transmission budget | Optimal warranty policies considering repair service and replacement service under the manufacturer’s perspective
180061323,The Review of Economics and Statistics,88,3,13,2004,2006,2,2006,2,"{2004: 1, 2006: 12}",Foreign Lobbies and U.S. Trade Policy
4210222895,Meditari Accountancy Research,32,1,9,2022,2024,2,2024,2,"{2022: 1, 2023: 7, 2024: 1}",A narrative approach for reporting social and environmental accounting impacts in the mining sector – giving marginalized communities a voice
170231156,International Journal of Entrepreneurial Behaviour & Research,29,3,10,2021,2023,2,2023,2,"{2021: 2, 2022: 5, 2023: 3}",Ethnicity and bank lending before and during COVID-19 | Interfirm collaboration as a performance-enhancing survival strategy within the business models of ethnic minority-owned urban restaurants affected by COVID-19
2764837506,Indian Journal of Labour Economics,63,2,20,2018,2020,2,2020,2,"{2018: 1, 2020: 19}",Job Polarisation in India: Structural Causes and Policy Implications
132285554,Creativity and Innovation Management,25,3,9,2014,2016,2,2016,2,"{2014: 1, 2016: 8}",Managing Intellectual Capital in<scp>I</scp>talian Manufacturing<scp>SMEs</scp>
7345157,Eastern Economic Journal,43,2,14,2015,2017,2,2015,2,"{2015: 4, 2016: 7, 2017: 3}",Response to How to Market the Markets: The Trouble with Profit Maximization | Introduction to the Symposium on Agent-based Modeling
23254222,American Economic Review,112,7,9,2020,2022,2,2022,2,"{2020: 2, 2021: 1, 2022: 6}",Heterogeneous Global Booms and Busts
66510378,Critical Perspectives on Accounting,16,7,6,2003,2005,2,2003,2,"{2003: 1, 2004: 3, 2005: 2}",A critical perspective on the harmonisation of accounting in a globalising world
70698675,Technovation,34,11,7,2012,2014,2,2014,2,"{2012: 2, 2014: 5}",The insight-value-perception (iVP) model for user-centered design | Technology-based design and sustainable economic growth
4210241102,Innovation & Management Review,20,4,6,2021,2023,2,2021,2,"{2021: 1, 2022: 3, 2023: 2}",Exploring the impact of the COVID-19 pandemic on approaches to innovation in the consulting industry: a grounded theory pilot study
70698675,Technovation,27,3,7,2005,2007,2,2007,2,"{2005: 3, 2006: 2, 2007: 2}",The politics of innovation: Why innovations need a godfather | University to business technology transfer—UK and USA comparisons
166264140,Emerging Markets Finance and Trade,57,9,15,2019,2021,2,2019,2,"{2019: 10, 2020: 4, 2021: 1}",Does Guarantee Network Reduce Firms’ Earnings Management?
133599136,Organizational Research Methods,23,1,8,2017,2019,2,2019,2,"{2017: 2, 2018: 3, 2019: 3}","Condition 9 and 10 Tests of Model Confirmation: A Review of James, Mulaik, and Brett (1982) and Contemporary Alternatives | Not Aggressive or Just Faking It? Examining Faking and Faking Detection on the Conditional Reasoning Test of Aggression"
151705444,Journal of Management Studies,59,1,9,2019,2021,2,2021,2,"{2019: 1, 2020: 1, 2021: 7}",Toward a Theory of Activist‐Driven Responsible Innovation: How Activists Pressure Firms to Adopt More Responsible Practices
107036887,Asia Pacific Journal of Management,29,1,9,2010,2012,2,2010,2,"{2010: 6, 2011: 1, 2012: 2}",Tackling one-sidedness in equality and diversity research: Characteristics of the current dominant approach to managing diverse workgroups in Iran
160573970,Journal of Organizational Behavior,45,3,9,2022,2024,2,2024,2,"{2022: 4, 2023: 4, 2024: 1}",STEMming the tide: New perspectives on careers and turnover
4210209709,Health Policy,123,2,15,2017,2019,2,2019,2,"{2017: 3, 2018: 11, 2019: 1}",Thanks to Reviewers 2018
160393188,Journal of the Japanese and International Economies,24,3,7,2008,2010,2,2010,2,"{2008: 1, 2010: 6}","Top Wage Incomes in Japan, 1951-2005"
134988049,Econometric Reviews,64,2,6,2011,2013,2,2013,2,"{2011: 1, 2013: 5}",The Diamond-Rajan Bank Runs in a Production Economy
4306521912,Pakistan journal of applied economics,27,2,9,2017,2019,2,2017,2,"{2017: 6, 2018: 2, 2019: 1}",An Investigation of Economic Consequences of Family Control and Audit Quality of Firms: A Case Study of Pakistan
125733402,Investigación Económica,28,1,6,2002,2004,2,2004,2,"{2002: 1, 2004: 5}",UNDERSTANDING SPANISH DUAL INFLATION
106686155,Journal of Risk and Uncertainty,29,2,5,2002,2004,2,2004,2,"{2002: 1, 2004: 4}","Changes in the Value of Life, 1940–1980"
2058785,Journal of money credit and banking,53,2-3,8,2019,2021,2,2021,2,"{2019: 1, 2020: 1, 2021: 6}",Fiscal Consolidation and Public Wages
82316188,European Journal of Finance,22,12,7,2014,2016,2,2014,2,"{2014: 3, 2015: 2, 2016: 2}",Stock market prediction using evolutionary support vector machines: an application to the ASE20 index | The intraday determination of liquidity in the NYSE LIFFE equity option markets
18727733,IMA Journal of Management Mathematics,27,3,5,2014,2016,2,2014,2,"{2014: 1, 2015: 3, 2016: 1}",Predicting when the mass market starts to develop: the dual market model with delayed entry
76633192,Journal of Business Ethics,141,1,15,2015,2017,2,2015,2,"{2015: 12, 2016: 2, 2017: 1}",Reviewers 2016
2912564958,Journal of Public Budgeting Accounting & Financial Management,35,3,4,2021,2023,2,2023,2,"{2021: 1, 2022: 2, 2023: 1}",Adoption of the International Public Sector Accounting Standards in emerging economies and low-income countries: a structured literature review
138645024,Journal of Comparative Economics,39,2,10,2009,2011,2,2011,2,"{2009: 1, 2010: 4, 2011: 5}","Managerial incentives, CEO characteristics and corporate innovation in China’s private sector"
128223704,Economics and Philosophy,33,1,9,2015,2017,2,2017,2,"{2015: 1, 2016: 5, 2017: 3}",PROPERTY AND THE CREATION OF VALUE
960608072,Journal of International Management,26,1,11,2018,2020,2,2020,2,"{2018: 1, 2019: 9, 2020: 1}",Crossing Cultural Boundaries Using the Internet: Toward Building a Model of Swift Trust Formation in Global Virtual Teams
124549413,Journal of Economic Surveys,29,1,8,2012,2014,2,2014,2,"{2012: 1, 2013: 5, 2014: 2}",CHOOSING AMONG ALTERNATIVE LONG‐RUN EVENT‐STUDY TECHNIQUES
2165841,International Finance,14,1,7,2009,2011,2,2011,2,"{2009: 1, 2011: 6}",Rebalancing Growth in Asia
107859553,International Small Business Journal Researching Entrepreneurship,33,5,7,2013,2015,2,2013,2,"{2013: 3, 2014: 3, 2015: 1}",Book review: Necessity entrepreneurs: Microenterprise education and economic development
94552155,Organization & Environment,34,4,8,2019,2021,2,2019,2,"{2019: 5, 2020: 2, 2021: 1}",Regenerative Organizations: Introduction to the Special Issue
180492355,Public Finance Review,46,2,9,2016,2018,2,2016,2,"{2016: 6, 2017: 1, 2018: 2}","Economic Freedom, Race, and Health Disparities"
2764810659,Journal of Small Business & Entrepreneurship,33,1,5,2018,2020,2,2020,2,"{2018: 1, 2019: 2, 2020: 2}",Obstacles to firm performance in Nigeria: does size matter?
171424506,European Accounting Review,32,3,8,2021,2023,2,2021,2,"{2021: 4, 2022: 3, 2023: 1}",Innovative Data – Use-cases in Management Accounting Research and Practice
2764810659,Journal of Small Business & Entrepreneurship,37,5,5,2022,2024,2,2024,2,"{2022: 1, 2024: 4}",Organisation et gestion du travail créatif: spécificités des petites organisations créatives
42678134,Journal of Hospitality & Tourism Research,41,6,5,2014,2016,2,2014,2,"{2014: 4, 2016: 1}",Temporal Analysis of Tourism Research Collaboration Network
4210177123,Journal of Global Operations and Strategic Sourcing,17,4,4,2021,2023,2,2023,2,"{2021: 1, 2023: 3}",CEOs’ understanding of blockchain technology and its adoption in export-oriented companies in West Sweden: a survey
149070780,Production and Operations Management,33,6,10,2022,2024,2,2024,2,"{2022: 1, 2024: 9}",Implications of Blockchain-Powered Marketplace of Preowned Virtual Goods
126936603,International Regional Science Review,35,2,5,2010,2012,2,2012,2,"{2010: 1, 2012: 4}",Evaluating Administrative Efficiency Change in the Post-Merger Period
85739584,Journal of Applied Econometrics,27,3,6,2010,2012,2,2010,2,"{2010: 5, 2012: 1}",<i>Journal of Applied Econometrics</i> Dissertation Prize
131296671,Accounting Forum,42,2,4,2016,2018,2,2018,2,"{2016: 1, 2017: 1, 2018: 2}",Commentary: A proposal for theoretical models of stakeholder perceptions of a new financial reporting system
18095783,Journal of Business and Economic Statistics,27,1,9,2007,2009,2,2009,2,"{2007: 1, 2009: 8}",Semiparametric Analysis with Grouped Dependent Variables and Application to Physicians’ Provision of Charity Care
124549413,Journal of Economic Surveys,25,1,7,2009,2011,2,2011,2,"{2009: 1, 2010: 5, 2011: 1}",ALTERNATIVE ESTIMATING AND TESTING EMPIRICAL STRATEGIES FOR FRACTIONAL REGRESSION MODELS
57667410,Annals of Operations Research,352,3,18,2022,2024,2,2022,2,"{2022: 9, 2023: 7, 2024: 2}",The finance-growth nexus and public-private ownership of banks in Brazil since 1870 | Remembering Marco Tucci
136661304,Managerial Auditing Journal,36,2,7,2019,2021,2,2021,2,"{2019: 4, 2021: 3}",Research patterns and intellectual structure of <i>Managerial Auditing Journal</i>: a retrospective using bibliometric analysis during 1986-2019 | The institutional change in the role of the public sector accountant in facilitating accountability: a longitudinal study of Australian local councils
191005381,Defence and Peace Economics,28,3,6,2015,2017,2,2015,2,"{2015: 5, 2017: 1}",Carlos Pestana Barros
44376543,Business & Society,50,4,7,2009,2011,2,2011,2,"{2009: 2, 2011: 5}",Understanding Corporate Governance Reform in South Africa | Corporate Social Responsibility and Broad-Based Black Economic Empowerment Legislation in South Africa
181171746,Journal of Economic Growth,14,2,3,2007,2009,2,2009,2,"{2007: 1, 2009: 2}","Fertility, Female Labor Force Participation, and the Demographic Dividend"
31748134,Industrial Marketing Management,40,3,16,2009,2011,2,2011,2,"{2009: 1, 2010: 14, 2011: 1}",Antecedents and performance consequences of learning success in international joint ventures
168273071,International Review of Economics & Finance,16,4,14,2005,2007,2,2005,2,"{2005: 2, 2006: 9, 2007: 3}",Operational and financial hedging for exporting firms | Market power in input purchase and trade
149240962,Journal of Financial Economics,85,2,9,2005,2007,2,2007,2,"{2005: 1, 2006: 5, 2007: 3}",Business ties and proxy voting by mutual funds
51113653,The Engineering Economist,63,1,5,2016,2018,2,2018,2,"{2016: 2, 2017: 2, 2018: 1}",Engineering Economics
2912564958,Journal of Public Budgeting Accounting & Financial Management,35,4,6,2021,2023,2,2023,2,"{2021: 1, 2022: 3, 2023: 2}","Supreme audit institutions in Europe: synergies, institutional transparency, gender equality and sustainability engagement"
161221442,Abacus,54,4,6,2016,2018,2,2018,2,"{2016: 1, 2018: 5}",Open Market Share Repurchases in Germany: A Conditional Event Study Approach
191005381,Defence and Peace Economics,30,6,8,2017,2019,2,2017,2,"{2017: 4, 2018: 2, 2019: 2}","Better is the Neighbor? | Emotions, Risk Perceptions and Precautionary Actions of Citizens During a Military Operation Using a New Defence Technology: The Israeli Case of the Iron Dome"
36209479,Industry and Innovation,29,2,7,2020,2022,2,2022,2,"{2020: 1, 2021: 4, 2022: 2}",The Open Innovation in Science research field: a collaborative conceptualisation approach
43415676,Journal of Strategic Marketing,30,1,6,2020,2022,2,2020,2,"{2020: 5, 2022: 1}",Introduction to the special issue - service marketing
41869786,Small Business Economics,35,1,7,2008,2010,2,2008,2,"{2008: 4, 2009: 2, 2010: 1}",Genome-wide association studies in economics and entrepreneurship research: promises and limitations
6711363,Journal of Monetary Economics,55,4,13,2006,2008,2,2008,2,"{2006: 1, 2008: 12}",The Brevity and Violence of Contractions and Expansions
126936603,International Regional Science Review,40,4,4,2015,2017,2,2015,2,"{2015: 2, 2016: 1, 2017: 1}",Does EU Framework Program Participation Affect Regional Innovation? The Differentiating Role of Economic Development
122767448,Journal of Management,41,1,14,2012,2014,2,2014,2,"{2012: 1, 2013: 1, 2014: 12}",Assessing Managerial Power Theory
184446198,Journal of Public Economic Theory,18,2,10,2014,2016,2,2016,2,"{2014: 4, 2016: 6}",The Position Value for Partition Function Form Network Games | Homophily and Community Structure in Networks
105799767,European Journal of the History of Economic Thought,18,2,12,2009,2011,2,2011,2,"{2009: 1, 2010: 2, 2011: 9}","The Janus face of Eli Heckscher: theory, history and method"
161221442,Abacus,59,3,6,2021,2023,2,2023,2,"{2021: 2, 2022: 1, 2023: 3}",Risk Analysis of Pension Fund Investment Choices
23246025,Corporate Reputation Review,28,3,4,2022,2024,2,2024,2,"{2022: 2, 2024: 2}","An Examination of the Influence of Attitude, Perceived Quality, and Social Pressure on Place Likeability, Revisit Intention, and Intention to Recommend; a Study of Consumers’ Perceptions Towards Shopping Malls in Saudi Arabia | “It Broke My Heart When They Ripped the Old Logo Off the Wall”: Places, Uses and Meanings of the Rebranded Logo"
2764532243,Korean Economic Review/The Korean economic review,36,2,5,2018,2020,2,2020,2,"{2018: 1, 2020: 4}",Hollowing Out or Filling In? The Effects of Multinational Enterprises on Domestic Plant Turnover and Job Growth in Factory Asia
49389958,Econometric Theory,34,2,7,2015,2017,2,2017,2,"{2015: 1, 2016: 2, 2017: 4}",DYNAMIC PANEL ANDERSON-HSIAO ESTIMATION WITH ROOTS NEAR UNITY
