source_idx,source_name,volume,issue,n_works,yr_min,yr_max,yr_spread,years_and_counts,example_titles
117778295,Academy of Management Journal,63,1,13,2018,2020,2,"{2018: 2, 2019: 10, 2020: 1}",<i>Academy of Management Journal</i> in 2020 and Beyond
166264140,Emerging Markets Finance and Trade,56,12,14,2018,2020,2,"{2018: 1, 2019: 12, 2020: 1}",Does Institutional Ownership Improve Firm Investment Efficiency?
152282257,Journal of Corporate Finance,12,3,13,2004,2006,2,"{2004: 1, 2005: 9, 2006: 3}",Are outsiders handicapped in CEO successions?
57667410,Annals of Operations Research,327,1,17,2021,2023,2,"{2021: 7, 2022: 8, 2023: 2}",A critical analysis of the integration of blockchain and artificial intelligence for supply chain | Blockchain in operations and supply Chain Management
4210171430,Journal of Enterprising Communities People and Places in the Global Economy,18,6,11,2022,2024,2,"{2022: 1, 2023: 2, 2024: 8}",Reducing barriers to female entrepreneurship in Oman: does family matter?
42192170,International Tax and Public Finance,31,2,9,2022,2024,2,"{2022: 3, 2023: 5, 2024: 1}",The long way to tax transparency: lessons from the early publishers of country-by-country reports
57667410,Annals of Operations Research,344,2-3,17,2022,2024,2,"{2022: 1, 2023: 10, 2024: 6}","Viable supply chain with vendor-managed inventory approach by considering blockchain, risk and robustness"
142306484,Journal of Operations Management,27,2,6,2007,2009,2,"{2007: 2, 2008: 2, 2009: 2}",Supply chain risk identification with value‐focused process engineering | An analysis of job dissatisfaction and turnover to reduce global supply chain risk: Evidence from China
158451771,Journal of Marketing Communications,19,2,4,2011,2013,2,"{2011: 3, 2013: 1}",How (not) to market socially responsible products: A critical research evaluation
140059072,Human Resource Development International,23,1,7,2018,2020,2,"{2018: 1, 2019: 5, 2020: 1}",When the good outweighs the bad: organizational citizenship behaviour (OCB) in the workplace
76633192,Journal of Business Ethics,150,2,18,2016,2018,2,"{2016: 8, 2018: 10}",Business Schools at the Crossroads? A Trip Back from Sparta to Athens | Stakeholder Engagement: Keeping Business Legitimate in Austria’s Natural Mineral Water Bottling Industry
34139249,The RAND Journal of Economics,52,4,9,2019,2021,2,"{2019: 1, 2021: 8}",Signaling versus Auditing
57667410,Annals of Operations Research,293,2,18,2018,2020,2,"{2018: 5, 2019: 11, 2020: 2}",The potential learning effect of a MCDA approach on consumer preferences for alternative fuel vehicles | Preface: multiple criteria decision making for sustainable decisions
76633192,Journal of Business Ethics,140,4,10,2015,2017,2,"{2015: 5, 2016: 4, 2017: 1}",Beware of the Watchdog: Rethinking the Normative Justification of Gatekeeper Liability
152304618,The Leadership Quarterly,33,5,8,2020,2022,2,"{2020: 1, 2021: 5, 2022: 2}",Determining causal relationships in leadership research using Machine Learning: The powerful synergy of experiments and data science
105567970,European Management Journal,42,2,12,2022,2024,2,"{2022: 9, 2023: 2, 2024: 1}",The impact factor-in-chief: Recollections of a former European Management Journal editor (2006–2012)
57667410,Annals of Operations Research,350,1,11,2021,2023,2,"{2021: 1, 2022: 8, 2023: 2}",Mathematical models and heuristic algorithms for pallet building problems with practical constraints
99304778,Forum for Social Economics,51,1,8,2017,2019,2,"{2017: 3, 2018: 3, 2019: 2}","Introduction to the special issue: William M. Dugger’s concepts of social and institutional economics | The Inclusive, Social Economic Point of View: Foreword to ‘The Doleful Dynamics of Competition: Inequality and Fakery in Modernity’"
172297888,The Review of Austrian Economics,37,3,5,2022,2024,2,"{2022: 1, 2023: 3, 2024: 1}",Austrians should reject North and Acemoglu: Some critical reflections on Peter Boettke’s The Struggle for a Better World
23343376,International Business Review,33,2,15,2022,2024,2,"{2022: 1, 2023: 11, 2024: 3}",The demands of populism on business and the creation of “corporate political obligations”
107859553,International Small Business Journal Researching Entrepreneurship,32,5,8,2012,2014,2,"{2012: 2, 2013: 2, 2014: 4}",Strategic entrepreneurship and small firm growth in Ghana | How do banks assess entrepreneurial competence? The role of voluntary information disclosure
57667410,Annals of Operations Research,222,1,29,2012,2014,2,"{2012: 5, 2013: 22, 2014: 2}",Solution algorithms for unrelated machines minmax regret scheduling problem with interval processing times and the total flow time criterion | An overview of ORP $$^3$$ 3 -OR for young researchers and practitioners
206615888,Economic Inquiry,50,4,17,2010,2012,2,"{2010: 3, 2011: 13, 2012: 1}",2011 Editor's Report
143995394,Journal of World Business,55,6,11,2018,2020,2,"{2018: 2, 2019: 1, 2020: 8}",The emergence of a communication climate in global virtual teams
31690342,Strategic Entrepreneurship Journal,14,2,7,2018,2020,2,"{2018: 1, 2019: 2, 2020: 4}",Turning strategic network resources into performance: The mediating role of network identity of small‐ and medium‐sized enterprises
202178085,The Journal of Real Estate Finance and Economics,59,2,7,2017,2019,2,"{2017: 2, 2018: 3, 2019: 2}",The Impact of Geographic and Cultural Dispersion on Information Opacity | Are REIT Investors Overly Optimistic after Equity Offerings?: Evidence from Analyst Forecast Errors
185905316,The Journal of Technology Transfer,45,4,12,2018,2020,2,"{2018: 2, 2019: 9, 2020: 1}",Institutional conditions and social innovations in emerging economies: insights from Mexican enterprises’ initiatives for protecting/preventing the effect of violent events
2764672172,Academy of Accounting and Financial Studies journal,19,2,9,2013,2015,2,"{2013: 1, 2015: 8}",Share Price Changes and Price/Earnings Ratios as Predictors of Fraud Prior to a Fraud Announcement
57667410,Annals of Operations Research,302,2,10,2019,2021,2,"{2019: 5, 2020: 3, 2021: 2}",A local search framework for industrial test laboratory scheduling | Preface: The practice and theory of automated timetabling (2018)
175672440,Regional Studies,45,3,9,2009,2011,2,"{2009: 1, 2010: 7, 2011: 1}",Real Estate Agents in Ghana: A Suitable Case for Regulation?
107859553,International Small Business Journal Researching Entrepreneurship,32,3,8,2012,2014,2,"{2012: 5, 2014: 3}","Book review: Patterns in social entrepreneurship | Book review: Review of government, SMEs and entrepreneurship development: Policy, practice and challenges"
50631486,Journal of Knowledge Management,24,3,11,2018,2020,2,"{2018: 5, 2020: 6}",Improving innovation performance through knowledge acquisition: the moderating role of employee retention and human resource management practices | Dual relational embeddedness and knowledge transfer in European multinational corporations and subsidiaries
174413665,Review of Income and Wealth,63,1,11,2015,2017,2,"{2015: 8, 2016: 1, 2017: 2}",Has Greater Stock Market Participation Increased Wealth Inequality in the Us?
107859553,International Small Business Journal Researching Entrepreneurship,30,8,9,2010,2012,2,"{2010: 1, 2011: 5, 2012: 3}",The equity funding of smaller growing companies and regional stock exchanges
967494592,Global Business Review,21,3,16,2018,2020,2,"{2018: 15, 2020: 1}",Why Do COVID-19 Fatality Rates Differ Across Countries? An Explorative Cross-country Study Based on Select Indicators
160393188,Journal of the Japanese and International Economies,25,2,9,2009,2011,2,"{2009: 2, 2011: 7}","World-consistent equilibrium exchange rates | Actual age at school entry, educational outcomes, and earnings"
91781374,Accounting History,23,1-2,14,2016,2018,2,"{2016: 1, 2017: 9, 2018: 4}",Elmer G Beamer and the American Institute of Certified Public Accountants: The pursuit of a cognitive standard for the accounting profession
171491724,Journal of Economics and Finance,34,4,9,2008,2010,2,"{2008: 1, 2009: 4, 2010: 4}",Price discovery in the Indian gold futures market
267729,International Transactions in Operational Research,19,5,9,2010,2012,2,"{2010: 1, 2011: 2, 2012: 6}",A framework for an efficient implementation of logistics collaborations
146099957,International Journal of Finance & Economics,26,1,91,2019,2021,2,"{2019: 35, 2020: 55, 2021: 1}",A note to our readership and the wider research community from the <scp><i>IJFE</i></scp> editor concerning an instance of plagiarism by Abdelkader Derbali and Ali Lamouchi
164338815,EuroMed Journal of Business,16,3,5,2019,2021,2,"{2019: 1, 2020: 3, 2021: 1}",Pure and hybrid strategies in social enterprises: an empirical investigation
43637407,R and D Management,46,3,8,2014,2016,2,"{2014: 1, 2015: 4, 2016: 3}",Business model innovation and owner–managers: the moderating role of competition
122073985,The Journal of Economic History,70,1,20,2008,2010,2,"{2008: 1, 2010: 19}","Testing for the Economic Impact of the U.S. Constitution: Purchasing Power Parity Across the Colonies versus Across the States, 1748–1811"
206124708,Organization Science,50,4,3,2015,2017,2,"{2015: 1, 2017: 2}",強い監視による看過の増幅 : コミットメント・エスカレーションに役員が与える影響
90477801,Journal of transport economics and policy,46,2,5,2010,2012,2,"{2010: 1, 2012: 4}",Start time and worker compensation: Implications for staggered-hours programs
2764538546,Polish Journal of Management Studies,3,1,15,2009,2011,2,"{2009: 1, 2011: 14}",The Role Of Franchising In Modern Distribution
180126918,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,7,18,21,2013,2015,2,"{2013: 17, 2015: 4}",Financial development and economic growth in Togo | Perception of corporate social responsibility by chief executive officers of Cameroonian small and medium size enterprises
175672440,Regional Studies,48,9,8,2012,2014,2,"{2012: 2, 2013: 5, 2014: 1}",Conceptual Vectors of African Urbanism: ‘Engaged Theory-Making’ and ‘Platforms of Engagement’
152282257,Journal of Corporate Finance,18,5,18,2010,2012,2,"{2010: 1, 2012: 17}",The Effects of Ownership and Stock Liquidity on the Timing of Repurchase Transactions
10615428,Journal of Real Estate Literature,20,2,13,2012,2014,2,"{2012: 12, 2014: 1}",A Comparative Risk Analysis between the Markowitz Quadratic Programming Model and the Multivariate Copula Model for a Singapore REIT Portfolio
155526628,The North American Journal of Economics and Finance,21,2,7,2008,2010,2,"{2008: 2, 2010: 5}",Understanding the flattening Phillips curve | Comparing the New Keynesian Phillips Curve with time series models to forecast inflation
171812798,Metroeconomica,70,2,10,2017,2019,2,"{2017: 3, 2018: 6, 2019: 1}","Autonomous demand, capital utilization and economic growth"
199447588,Journal of Public Economics,93,5-6,18,2007,2009,2,"{2007: 1, 2008: 2, 2009: 15}",Segregation and Black Political Efficacy
184816971,International Journal of Production Economics,131,1,46,2009,2011,2,"{2009: 6, 2010: 37, 2011: 3}",Factors influencing employee perceptions in lean transformations | Modeling and simulation of order-driven planning policies in build-to-order automobile production
7345157,Eastern Economic Journal,43,4,15,2015,2017,2,"{2015: 10, 2016: 2, 2017: 3}",Missing Men: Determinants of the Gender Gap in Education Majors | Formula Scoring Reconsidered
185905316,The Journal of Technology Transfer,37,3,7,2010,2012,2,"{2010: 6, 2012: 1}",The exploitation of publicly funded technology
175672440,Regional Studies,50,5,13,2014,2016,2,"{2014: 10, 2015: 2, 2016: 1}","Changing Space, Changing City: Johannesburg after Apartheid"
49331332,Service Industries Journal,32,3,8,2010,2012,2,"{2010: 1, 2011: 6, 2012: 1}",Learning from the past and present: measuring Internet banking service quality
152282257,Journal of Corporate Finance,17,3,25,2009,2011,2,"{2009: 2, 2010: 11, 2011: 12}",Firm diversification and the value of corporate cash holdings | Corporate financial and investment policies when future financing is not frictionless
19645890,China Economic Review,23,3,19,2010,2012,2,"{2010: 5, 2011: 7, 2012: 7}",Marketing of farmer professional cooperatives in the wave of transformed agrofood market in China | A tale of two countries: Spatial and temporal patterns of rice productivity in China and Brazil
164923136,Environment and Development Economics,28,6,6,2021,2023,2,"{2021: 1, 2023: 5}",Barren lives: drought shocks and agricultural vulnerability in the Brazilian Semi-Arid
57667410,Annals of Operations Research,268,1-2,25,2016,2018,2,"{2016: 8, 2017: 15, 2018: 2}",Behavioral DEA model in evaluating the regional carrying states in China | Preface: Behavioral operations management in social networks
206615888,Economic Inquiry,51,2,28,2010,2012,2,"{2010: 1, 2011: 4, 2012: 23}",AN EXPERIMENTAL ANALYSIS OF DYNAMIC INCENTIVES TO SHARE KNOWLEDGE
46763546,Academy of Management Review,42,3,11,2015,2017,2,"{2015: 2, 2016: 6, 2017: 3}",An Identity-Based Approach to Social Enterprise | Toward a More Comprehensive Model of Firms’ Human Capital Rents
4210182956,Journal of Marketing Analytics,12,2,25,2022,2024,2,"{2022: 12, 2023: 3, 2024: 10}",Consumers as volunteers? The influence of value congruence on consumers’ voluntary performance | Marketing analytics with RStudio: a software review
2764345595,Management Research and Practice,1,1,8,2007,2009,2,"{2007: 1, 2009: 7}",CONSTRUCT SUPPLY CHAIN TRUST MANAGEMENT SYSTEM: AN INTEGRATION OF SOCIAL PSYCHOLOGICAL EVOLUTION INTO THE SUPPLY CHAIN PROCESS
2764934467,Iranian economic review,24,3,11,2018,2020,2,"{2018: 3, 2019: 1, 2020: 7}",Identifying and Prioritizing Innovative Opportunities for Tourism Investment in Mashhad City
57667410,Annals of Operations Research,305,1-2,19,2019,2021,2,"{2019: 1, 2020: 3, 2021: 15}",Multi-objective simulation optimization for complex urban mass rapid transit systems
39841227,International Journal of Forecasting,38,1,19,2019,2021,2,"{2019: 3, 2020: 2, 2021: 14}",Forecasting realized volatility of agricultural commodities | A novel text-based framework for forecasting agricultural futures using massive online news headlines
206312523,Journal of Cultural Economy,17,6,10,2022,2024,2,"{2022: 1, 2023: 3, 2024: 6}",Characterising assurance: scepticism and mistrust in cyber security
168273071,International Review of Economics & Finance,15,4,9,2004,2006,2,"{2004: 7, 2006: 2}", | List of Reviewers for Vol. 15
198098467,Journal of International Economics,89,1,18,2010,2012,2,"{2010: 1, 2012: 17}",Expansion of Trade at the Extensive Margin: A General Gains-from-Trade Result and Illustrative Examples
203364070,Bulletin of Indonesian Economic Studies,59,2,8,2021,2023,2,"{2021: 2, 2022: 1, 2023: 5}",The Heterogeneous Impact of Tariffs and Ntms on Total Factor Productivity for Indonesian Firms
19358283,International Journal of Advertising,38,1,9,2017,2019,2,"{2017: 2, 2018: 6, 2019: 1}",Taylor’s theorem part II: advice for socially responsible advertisers
162526994,International Journal of Market Research,63,2,9,2019,2021,2,"{2019: 2, 2020: 4, 2021: 3}",How consumer involvement influences consumption-elicited emotions and satisfaction | Friendships through the style choice of virtual stickers: Young adults manage aesthetic identity and emotion on a social messaging line app
177792750,Decision Sciences,55,4,6,2022,2024,2,"{2022: 1, 2023: 3, 2024: 2}",Analysis of online rebates and commission formats in a retailer‐Stackelberg supply chain with cashback website
16530434,The European Journal of Health Economics,14,2,19,2011,2013,2,"{2011: 12, 2012: 6, 2013: 1}",The Grossman model after 40 years: response to Robert Kaestner
39307421,Technological Forecasting and Social Change,71,5,8,2002,2004,2,"{2002: 1, 2003: 6, 2004: 1}",Agricultural Policy for the 21st Century
57667410,Annals of Operations Research,336,3,28,2022,2024,2,"{2022: 6, 2023: 21, 2024: 1}",2021 European meeting on game theory (SING16)
36547454,International Entrepreneurship and Management Journal,15,3,17,2017,2019,2,"{2017: 1, 2018: 7, 2019: 9}","The relationship between Entrepreneurial Orientation, Market Orientation and Performance in University Spin-Offs"
62110574,Review of Quantitative Finance and Accounting,44,3,8,2013,2015,2,"{2013: 7, 2015: 1}","Recap of the 24th annual financial economics and accounting conference, November 15–16, 2013"
49396926,Thunderbird International Business Review,59,2,8,2015,2017,2,"{2015: 1, 2016: 6, 2017: 1}",New Geography of M&amp;As: A Framing Device of Firms' Strategies
46803900,Macroeconomics and Finance in Emerging Market Economies,18,1,9,2021,2023,2,"{2021: 3, 2022: 1, 2023: 5}",Do business group firms use related party transactions efficiently? An empirical study
2764470529,Journal of Insurance Issues,26,2,4,2001,2003,2,"{2001: 1, 2003: 3}",The Effect of Host Country Factors on the Internationalization of the U.S. Reinsurance Industry
134953813,Economics bulletin,5,13,3,2006,2008,2,"{2006: 1, 2007: 1, 2008: 1}",Labor Market Frictions into Staggered Wage Contracts
177792750,Decision Sciences,53,3,7,2020,2022,2,"{2020: 3, 2021: 3, 2022: 1}",In This Issue
36547454,International Entrepreneurship and Management Journal,8,1,7,2009,2011,2,"{2009: 3, 2010: 3, 2011: 1}",Images of entrepreneurship: towards a new categorization of entrepreneurship
129086836,Real Estate Economics,50,2,10,2019,2021,2,"{2019: 1, 2020: 1, 2021: 8}","Competition, Concentration and Percentage Rent in Retail Leasing"
57667410,Annals of Operations Research,300,2,14,2019,2021,2,"{2019: 8, 2020: 4, 2021: 2}",Preface: recent advances in knowledge modelling and decision making with uncertainties | Identifying lead users in online user innovation communities based on supernetwork
187626162,Entrepreneurship Theory and Practice,40,3,10,2014,2016,2,"{2014: 9, 2016: 1}",What Can Scholars of Entrepreneurship Learn from Sound Family Businesses?
154010748,Management Decision,60,2,10,2020,2022,2,"{2020: 9, 2022: 1}",Analytics for business decisions
18095783,Journal of Business and Economic Statistics,35,4,10,2015,2017,2,"{2015: 9, 2017: 1}",Editorial Collaborators
76633192,Journal of Business Ethics,144,2,14,2015,2017,2,"{2015: 12, 2016: 1, 2017: 1}",Stories as Artworks: Giving Form to Felt Dignity in Connections at Work
4210181832,Total Quality Management & Business Excellence,24,3-4,17,2011,2013,2,"{2011: 1, 2012: 14, 2013: 2}",The performance of ISO certification based on consumer perspective: A case study of a travel agency
4210231679,Journal of Industrial Integration and Management,7,02,5,2020,2022,2,"{2020: 1, 2021: 2, 2022: 2}",Redesign of Car Body by Reverse Engineering Technique using Steinbichler 3D Scanner and Projet 3D Printer
117778295,Academy of Management Journal,58,2,13,2013,2015,2,"{2013: 2, 2014: 9, 2015: 2}",Lessons from a Martial Arts Dojo: A Prolonged Process Model of High-Context Communication | Does West “Fit” with East? In Search of a Chinese Model of Person–Environment Fit
149070780,Production and Operations Management,34,7,24,2022,2024,2,"{2022: 1, 2024: 23}",Water Stress: Opportunities for Supply Chain Research
101788309,Papers of the Regional Science Association,97,2,14,2016,2018,2,"{2016: 11, 2018: 3}",Handbook of research methods and applications in economic geography | A measure for identifying substantial geographic concentrations
108845946,Economica,85,339,10,2016,2018,2,"{2016: 5, 2017: 4, 2018: 1}","Clientelism, Contagious Voting and Governance"
23254222,American Economic Review,64,6,5,2014,2016,2,"{2014: 1, 2016: 4}",All for the Best: The Federal Reserve Board's 60th Annual Report
90477801,Journal of transport economics and policy,48,1,7,2012,2014,2,"{2012: 1, 2014: 6}",Firm growth and market concentration in liner shipping
2764934467,Iranian economic review,24,1,11,2018,2020,2,"{2018: 6, 2020: 5}",Investigating the Effects of Contractual Factors and Arrangements on the Optimum Level of Production in Oil and Gas Projects: Evidence from the South Pars Phases 17 & 18 | Agricultural Economic Dynamics in a Bayesian DSGE Model for Iran
158011328,American Economic Journal Economic Policy,9,3,11,2015,2017,2,"{2015: 1, 2017: 10}",How Much Can Expanding Access to Long-Acting Reversible Contraceptives Reduce Teen Birth Rates?
62957338,The Journal of Human Resources,56,4,11,2019,2021,2,"{2019: 9, 2020: 1, 2021: 1}",Selling Crops Early to Pay for School
99304778,Forum for Social Economics,42,1,9,2011,2013,2,"{2011: 1, 2012: 3, 2013: 5}",Krugman Meets Marx and Keynes at the Baby-Sitting Co-op
7345157,Eastern Economic Journal,42,3,15,2014,2016,2,"{2014: 7, 2015: 6, 2016: 2}",The Economics Major is Not a Pipeline to Finance | An Alternative Model
139232146,Personnel Review,51,1,22,2020,2022,2,"{2020: 6, 2021: 15, 2022: 1}",Editor-in-Chief Note: Farewell
147126554,Panoeconomicus,68,5,7,2019,2021,2,"{2019: 1, 2020: 5, 2021: 1}",The effect of fiscal deficits on the external imbalances in the European Union
61971679,The Journal of private enterprise,28,2,7,2011,2013,2,"{2011: 1, 2013: 6}","Budget Deficits, Economic Freedom, and Economic Growth in OECD Nations: P2SLS Fixed-Effects Estimates, 2003-2008"
4210206470,Journal of Sustainable Finance & Investment,15,3,3,2022,2024,2,"{2022: 1, 2024: 2}",Materiality in sustainability disclosures and investment portfolio performance in the Indian context
184126201,British Journal of Management,32,3,18,2019,2021,2,"{2019: 1, 2020: 10, 2021: 7}","Legal Systems, National Governance and Renewable Energy Investment: Evidence from Around the World"
4210201861,Applied Economic Perspectives and Policy,44,2,29,2020,2022,2,"{2020: 1, 2021: 20, 2022: 8}",Rural–Urban Differences in Health Care Access and Utilization under the Medicaid Expansion
57667410,Annals of Operations Research,215,1,17,2012,2014,2,"{2012: 4, 2013: 12, 2014: 1}","Mathematical modeling of electoral systems: analysis, evaluation, optimization. In memory of Bruno Simeone (1945–2010)"
35298862,Journal of Macromarketing,37,1,10,2015,2017,2,"{2015: 2, 2016: 6, 2017: 2}","Building Competing Fashion Textile Fairs in Europe, 1970–2010 | Revisiting Consumer Empowerment"
161221442,Abacus,50,2,5,2012,2014,2,"{2012: 1, 2014: 4}","‘Different from What Has Hitherto Appeared on this Subject’: <scp>J</scp>ohn <scp>C</scp>lark, Writing Master and Accomptant, 1738"
4210171597,Accounting and Finance,58,S1,21,2016,2018,2,"{2016: 2, 2017: 11, 2018: 8}",The implied equity duration when discounting and forecasting parameters are industry specific | Improving equity premium forecasts by incorporating structural break uncertainty
200872515,Journal of Environmental Economics and Management,46,3,11,2001,2003,2,"{2001: 1, 2003: 10}","Plant Vintage, Technology, and Environmental Regulation"
57667410,Annals of Operations Research,252,1,11,2015,2017,2,"{2015: 8, 2016: 2, 2017: 1}",Computational methods and applications in queueing theory
147692640,Journal of Urban Economics,64,2,22,2006,2008,2,"{2006: 2, 2008: 20}",Racial and Ethnic Discrimination in Local Consumer Markets: Exploiting the Army's Procedures for Matching Personnel to Duty Locations | Is Terrorism Eroding Agglomeration Economies in Central Business Districts? Lessons from the Office Real Estate Market in Downtown Chicago
96544531,Applied Economics Letters,16,13,18,2007,2009,2,"{2007: 1, 2008: 13, 2009: 4}",Agency in Health-Care: Are Medical Care-Givers Perfect Agents?
96544531,Applied Economics Letters,31,1,15,2020,2022,2,"{2020: 1, 2022: 14}",Projection properties of constrained nonparametric instrumental variable estimators
170137484,Review of Financial Studies,25,7,8,2010,2012,2,"{2010: 1, 2011: 1, 2012: 6}",Rare Disasters and Risk Sharing with Heterogeneous Beliefs
145200904,Health Economics,24,3,10,2013,2015,2,"{2013: 6, 2014: 3, 2015: 1}","In Memoriam: Willard G. Manning, 1946‐2014"
152304618,The Leadership Quarterly,31,2,16,2018,2020,2,"{2018: 5, 2019: 9, 2020: 2}",Tinbergen's take on the evolution of leadership: A framework for clarifying and integrating contributions | From genes to minds to cultures: Evolutionary approaches to leadership
198098467,Journal of International Economics,90,1,17,2011,2013,2,"{2011: 1, 2012: 14, 2013: 2}",What Determines BITs?
184126201,British Journal of Management,31,3,16,2018,2020,2,"{2018: 1, 2019: 5, 2020: 10}",Pay Dispersion and Executive Behaviour: Evidence from Innovation
58438227,Journal of Revenue and Pricing Management,10,5,7,2009,2011,2,"{2009: 1, 2010: 3, 2011: 3}",An ounce of prevention: Revenue and cost economics of partnering with health and wellness services
95314075,Leadership,42,4,9,2013,2015,2,"{2013: 8, 2015: 1}",繁盛店を定点観測!! お手本にしたい販促強化ガイド 大容量洗濯機がシニア客にも売れる!?
4210178345,Russian Management Journal,4,2,8,2006,2008,2,"{2006: 7, 2008: 1}",Лоббизм как деловой инструментарий
2764593888,Journal of Applied Business Research (JABR),7,2,22,2009,2011,2,"{2009: 4, 2011: 18}","Owner Passion, Entrepreneurial Culture, and Financial Performance: A Study of New Zealand Entrepreneurs | The Role of Legal Studies in the Business Curriculum"
76633192,Journal of Business Ethics,153,1,20,2016,2018,2,"{2016: 16, 2017: 2, 2018: 2}",Embedding Ethics: Dialogic Partnerships and Communitarian Business Ethics | Practical Wisdom: Management’s No Longer Forgotten Virtue
147126554,Panoeconomicus,67,5,5,2018,2020,2,"{2018: 1, 2019: 3, 2020: 1}",Global inequality and national inequality: Is there a trade-off?
84664706,Personnel Psychology,76,1,15,2021,2023,2,"{2021: 2, 2022: 12, 2023: 1}",Anticipated Reviews*.
174413665,Review of Income and Wealth,61,3,12,2013,2015,2,"{2013: 1, 2014: 10, 2015: 1}",A Proposal to Compare Consistently the Inequality Among the Poor
100134864,European Journal of Political Economy,26,3,12,2008,2010,2,"{2008: 1, 2009: 9, 2010: 2}","Firms' Ethics, Consumer Boycotts, and Signalling"
4210226067,Journal of Hospitality and Tourism Insights,7,3,18,2022,2024,2,"{2022: 2, 2023: 9, 2024: 7}","Consumers' intention towards the use of smart technologies in tourism and hospitality (T&amp;H) industry: a deeper insight into the integration of TAM, TPB and trust | The adoption of smart industry 4.0 app technology and harnessing e-WOM in the wine industry caused by a global pandemic: a case study of the Yarra Valley in Australia"
64831726,Journal of Leadership & Organizational Studies,20,1,11,2011,2013,2,"{2011: 1, 2012: 9, 2013: 1}",An Improved Measure of Ethical Leadership
72915307,Organization,22,3,10,2013,2015,2,"{2013: 5, 2014: 2, 2015: 3}",Missing Connexions: The politics of airport expansion in the United Kingdom | (Un)dressing masculinity: The body as a site of ethno-gendered resistance
157946625,Financial Management,50,3,10,2019,2021,2,"{2019: 1, 2020: 5, 2021: 4}",Political connections and informed trading: Evidence from TARP
108218269,Regulation & Governance,15,4,25,2019,2021,2,"{2019: 1, 2020: 19, 2021: 5}",Procedurally Robust Risk Assessment Framework for Novel Genetically Engineered Organisms and Gene Drives
579031,Economic Theory,71,3,13,2019,2021,2,"{2019: 3, 2020: 7, 2021: 3}",Working alone and working with others: implications for the malthusian era | Oligopoly with network effects: firm-specific versus single network
1558358,Journal of Business Strategy,42,3,8,2019,2021,2,"{2019: 2, 2020: 5, 2021: 1}",Beyond the first nudge: behavioral science in corporate practice
45372229,World Economy,41,11,16,2016,2018,2,"{2016: 1, 2017: 2, 2018: 13}","Trademark protection, quality improvement and exports in developing countries"
33323087,Management Science,56,12,16,2008,2010,2,"{2008: 1, 2010: 15}",What Makes Them Tick? Employee Motives and Firm Innovation
44376543,Business & Society,54,3,6,2012,2014,2,"{2012: 2, 2014: 4}",A Transactional Culture Analysis of Corporate Sustainability Reporting Practices | The Social Context of Corporate Social Responsibility
113509650,Journal of the Asia Pacific Economy,29,1,19,2021,2023,2,"{2021: 7, 2022: 11, 2023: 1}",Can India universalize social insurance before its demographic dividend ends?
23218617,Journal of International Trade & Economic Development,22,2,7,2011,2013,2,"{2011: 6, 2013: 1}",The Quest for Prosperity: How Developing Economies Can Take Off
136211407,Ecological Economics,69,7,27,2008,2010,2,"{2008: 3, 2009: 5, 2010: 19}",Total embodied energy requirements and its decomposition in China's agricultural sector | Water conservation of forest ecosystem in Beijing and its value
39841227,International Journal of Forecasting,31,4,12,2013,2015,2,"{2013: 2, 2014: 1, 2015: 9}",Point and Density Forecasts for the Euro Area Using Bayesian VARs
2764768042,Journal of Economics Finance and Administrative Science,25,50,15,2018,2020,2,"{2018: 2, 2020: 13}","Environmental determinants of destination competitiveness and its Tourism Attractions-Basics-Context, A-B-C, indicators | Loss aversion, overconfidence of investors and their impact on market performance evidence from the US stock markets"
196919950,Family Business Review,28,3,6,2013,2015,2,"{2013: 1, 2014: 1, 2015: 4}",Mentoring Across Family-Owned Businesses
187200255,Competition & Change,26,3-4,11,2020,2022,2,"{2020: 2, 2021: 8, 2022: 1}",Introduction
57667410,Annals of Operations Research,277,1,8,2017,2019,2,"{2017: 5, 2018: 2, 2019: 1}",Preface: reliability and quality management in stochastic systems
38825547,Economic Geography,94,3,9,2016,2018,2,"{2016: 1, 2017: 4, 2018: 4}",Remaking Mortgage Markets by Remaking Mortgages: U.S. Housing Finance after the Crisis
7424199,Public Choice,158,3-4,13,2012,2014,2,"{2012: 3, 2013: 5, 2014: 5}",Cycles and instability in politics. Evidence from the 2009 Danish municipal elections | A Danish killer amendment—when judicial review was banned from the 1849 Constitution
136211407,Ecological Economics,68,6,38,2007,2009,2,"{2007: 2, 2008: 20, 2009: 16}","Different scenarios for achieving radical reduction in carbon emissions: A decomposition analysis | Energy consumption, economic growth, and carbon emissions: Challenges faced by an EU candidate member"
2764393121,The American Economist,65,1,18,2018,2020,2,"{2018: 4, 2019: 10, 2020: 4}",Impacts of Real Depreciation and Appreciation on Aggregate Output in Taiwan | Emerging Market Volatility Spillovers
174413665,Review of Income and Wealth,61,1,15,2013,2015,2,"{2013: 8, 2014: 4, 2015: 3}","International Association for Research in Income and Wealth—<scp>OECD</scp>W(h)ither the <scp>SNA</scp>? Conference to be held at <scp>OECD</scp> Conference Centre, <scp>P</scp>aris, April 16–17, 2015 | Measuring National Well‐Being: A <scp>UK</scp> Perspective"
57667410,Annals of Operations Research,233,1,31,2013,2015,2,"{2013: 16, 2014: 11, 2015: 4}",Two substitutable perishable product disaster inventory systems | Queues with interruption in random environment
