,inCites_organisation,substring,oa_id,oa_name,oa_country,score,matching_type,chosen,organization_established,organization_id,organization_links,organization_types
0,Royal Holloway University London,Royal Holloway University London,https://openalex.org/I184558857,Royal Holloway University of London,GB,0.96,COMMON TERMS,True,1985.0,https://ror.org/04g2vpn86,"[{'type': 'website', 'value': 'https://www.royalholloway.ac.uk/home.aspx'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Royal_Holloway,_University_of_London'}]","['education', 'funder']"
1,Royal Holloway University London,University of Holloway,https://openalex.org/I124357947,University of London,GB,0.76,HEURISTICS,False,1836.0,https://ror.org/04cw6st05,"[{'type': 'website', 'value': 'https://london.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_London'}]","['education', 'funder']"
2,Royal Holloway University London,Royal Holloway University London,https://openalex.org/I59433898,Brunel University of London,GB,0.71,COMMON TERMS,False,1966.0,https://ror.org/00dn4t376,"[{'type': 'website', 'value': 'https://www.brunel.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Brunel_University_London'}]","['education', 'funder']"
0,Czech Academy of Sciences,Czech Academy of Sciences,https://openalex.org/I202391551,Czech Academy of Sciences,CZ,1.0,EXACT,True,1784.0,https://ror.org/053avzc18,"[{'type': 'website', 'value': 'http://www.avcr.cz/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Academy_of_Sciences_of_the_Czech_Republic'}]","['funder', 'government']"
0,RWTH Aachen University,RWTH Aachen University,https://openalex.org/I887968799,RWTH Aachen University,DE,1.0,EXACT,True,1870.0,https://ror.org/04xfq0f34,"[{'type': 'website', 'value': 'http://www.rwth-aachen.de/cms/~a/root/lidx/1/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/RWTH_Aachen_University'}]","['education', 'funder']"
0,Marche Polytechnic University,Marche Polytechnic University,https://openalex.org/I122534668,Marche Polytechnic University,IT,1.0,EXACT,True,1959.0,https://ror.org/00x69rs40,"[{'type': 'website', 'value': 'https://univpm.it'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Marche_Polytechnic_University'}]","['education', 'funder']"
0,Scuola Superiore Sant'Anna,Scuola Superiore Sant'Anna,https://openalex.org/I162290304,Scuola Superiore Sant'Anna,IT,1.0,EXACT,True,1987.0,https://ror.org/025602r80,"[{'type': 'website', 'value': 'https://www.santannapisa.it'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Sant%27Anna_School_of_Advanced_Studies'}]","['education', 'funder']"
0,Seoul National University (SNU),Seoul National University SNU,https://openalex.org/I139264467,Seoul National University,KR,0.93,COMMON TERMS,True,1946.0,https://ror.org/04h9pn542,"[{'type': 'website', 'value': 'https://www.snu.ac.kr'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Seoul_National_University'}]","['education', 'funder']"
1,Seoul National University (SNU),University of National,https://openalex.org/I2801301251,Somali National University,SO,0.88,HEURISTICS,False,1954.0,https://ror.org/03f3jde70,"[{'type': 'website', 'value': 'http://www.universityofsomalia.net/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Somali_National_University'}]",['education']
2,Seoul National University (SNU),University of National,https://openalex.org/I199143407,Sunchon National University,KR,0.86,HEURISTICS,False,1935.0,https://ror.org/043jqrs76,"[{'type': 'website', 'value': 'http://eng.sunchon.ac.kr/web/eng/home'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Sunchon_National_University'}]","['education', 'funder']"
0,Shanghai University of Finance & Economics,Shanghai University of Finance & Economics,https://openalex.org/I181679659,Shanghai University of Finance and Economics,CN,1.0,PHRASE,True,1917.0,https://ror.org/00wtvfq62,"[{'type': 'website', 'value': 'https://www.sufe.edu.cn'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Shanghai_University_of_Finance_and_Economics'}]","['education', 'funder']"
0,Sichuan University,Sichuan University,https://openalex.org/I24185976,Sichuan University,CN,1.0,EXACT,True,1740.0,https://ror.org/011ashp19,"[{'type': 'website', 'value': 'https://scu.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Sichuan_University'}]","['education', 'funder']"
0,Shanghai University,Shanghai University,https://openalex.org/I113940042,Shanghai University,CN,1.0,EXACT,True,1922.0,https://ror.org/006teas31,"[{'type': 'website', 'value': 'https://www.shu.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Shanghai_University'}]","['education', 'funder']"
0,Southern Methodist University,Southern Methodist University,https://openalex.org/I178169726,Southern Methodist University,US,1.0,EXACT,True,1911.0,https://ror.org/042tdr378,"[{'type': 'website', 'value': 'https://www.smu.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Southern_Methodist_University'}]","['education', 'funder']"
0,University of Texas at San Antonio (UTSA),University of Texas at San Antonio UTSA,https://openalex.org/I45438204,The University of Texas at San Antonio,US,0.93,COMMON TERMS,True,1969.0,https://ror.org/01kd65564,"[{'type': 'website', 'value': 'http://www.utsa.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Texas_at_San_Antonio'}]","['education', 'funder']"
1,University of Texas at San Antonio (UTSA),University of Texas at San Antonio UTSA,https://openalex.org/I189196454,The University of Texas at Arlington,US,0.79,FUZZY,False,1895.0,https://ror.org/019kgqr73,"[{'type': 'website', 'value': 'http://www.uta.edu/uta/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Texas_at_Arlington'}]","['education', 'funder']"
2,University of Texas at San Antonio (UTSA),University of Texas at San Antonio UTSA,https://openalex.org/I1335518801,Texas A&M University – San Antonio,US,0.77,COMMON TERMS,False,2009.0,https://ror.org/0084njv03,"[{'type': 'website', 'value': 'https://www.tamusa.edu'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Texas_A%26M_University%E2%80%93San_Antonio'}]","['education', 'funder']"
0,Syracuse University,Syracuse University,https://openalex.org/I70983195,Syracuse University,US,1.0,EXACT,True,1870.0,https://ror.org/025r5qe02,"[{'type': 'website', 'value': 'https://www.syracuse.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Syracuse_University'}]","['education', 'funder']"
0,Technical University of Munich,Technical University of Munich,https://openalex.org/I62916508,Technical University of Munich,DE,1.0,EXACT,True,1868.0,https://ror.org/02kkvpp62,"[{'type': 'website', 'value': 'https://www.tum.de'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Technische_Universit%C3%A4t_M%C3%BCnchen'}]","['education', 'funder']"
0,Sungkyunkwan University (SKKU),Sungkyunkwan University SKKU,https://openalex.org/I848706,Sungkyunkwan University,KR,0.9,COMMON TERMS,True,1398.0,https://ror.org/04q78tk20,"[{'type': 'website', 'value': 'https://skku.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Sungkyunkwan_University'}]","['education', 'funder']"
1,Sungkyunkwan University (SKKU),Sungkyunkwan University SKKU,https://openalex.org/I3130838600,Saku University,JP,0.65,FUZZY,False,2008.0,https://ror.org/01sbmsw53,"[{'type': 'website', 'value': 'https://www.saku.ac.jp'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Saku_University'}]",['education']
2,Sungkyunkwan University (SKKU),Sungkyunkwan University SKKU,https://openalex.org/I55188197,Seokyeong University,KR,0.62,FUZZY,False,1947.0,https://ror.org/04x0k0m51,"[{'type': 'website', 'value': 'http://eng.skuniv.ac.kr/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Seokyeong_University'}]","['education', 'funder']"
0,Tel Aviv University,Tel Aviv University,https://openalex.org/I16391192,Tel Aviv University,IL,1.0,EXACT,True,1956.0,https://ror.org/04mhzgx49,"[{'type': 'website', 'value': 'http://english.tau.ac.il/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Tel_Aviv_University'}]","['education', 'funder']"
0,Texas Tech University,Texas Tech University,https://openalex.org/I12315562,Texas Tech University,US,1.0,EXACT,True,1923.0,https://ror.org/0405mnx93,"[{'type': 'website', 'value': 'https://www.ttu.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Texas_Tech_University'}]","['education', 'funder']"
0,Tongji University,Tongji University,https://openalex.org/I116953780,Tongji University,CN,1.0,EXACT,True,1907.0,https://ror.org/03rc6as71,"[{'type': 'website', 'value': 'https://www.tongji.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Tongji_University'}]","['education', 'funder']"
0,Nottingham Trent University,Nottingham Trent University,https://openalex.org/I52590639,Nottingham Trent University,GB,1.0,EXACT,True,1992.0,https://ror.org/04xyxjd90,"[{'type': 'website', 'value': 'https://www.ntu.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Nottingham_Trent_University'}]","['education', 'funder']"
0,Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,https://openalex.org/I50357001,Universidad Carlos III de Madrid,ES,1.0,EXACT,True,1989.0,https://ror.org/03ths8210,"[{'type': 'website', 'value': 'https://www.uc3m.es'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Charles_III_University_of_Madrid'}]","['education', 'funder']"
0,Universiti Malaya,Universiti Malaya,https://openalex.org/I33849332,University of Malaya,MY,1.0,EXACT,True,1949.0,https://ror.org/00rzspn62,"[{'type': 'website', 'value': 'https://www.um.edu.my/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Malaya'}]","['education', 'funder']"
0,University of Adelaide,University of Adelaide,https://openalex.org/I5681781,The University of Adelaide,AU,1.0,EXACT,True,1874.0,https://ror.org/00892tw58,"[{'type': 'website', 'value': 'https://www.adelaide.edu.au'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Adelaide'}]","['education', 'funder']"
0,University of Central Florida,University of Central Florida,https://openalex.org/I106165777,University of Central Florida,US,1.0,EXACT,True,1963.0,https://ror.org/036nfer12,"[{'type': 'website', 'value': 'https://www.ucf.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Central_Florida'}]","['education', 'funder']"
0,University of Alabama Tuscaloosa,University of Alabama,https://openalex.org/I17301866,University of Alabama,US,1.0,HEURISTICS,True,1831.0,https://ror.org/03xrrjk67,"[{'type': 'website', 'value': 'https://www.ua.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Alabama'}]","['education', 'funder']"
0,American University,American University,https://openalex.org/I181401687,American University,US,1.0,EXACT,True,1893.0,https://ror.org/052w4zt36,"[{'type': 'website', 'value': 'https://american.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/American_University'}]","['education', 'funder']"
0,University of Antwerp,University of Antwerp,https://openalex.org/I149213910,University of Antwerp,BE,1.0,EXACT,True,2003.0,https://ror.org/008x57b05,"[{'type': 'website', 'value': 'https://www.uantwerpen.be/en/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Antwerp'}]","['education', 'funder']"
0,University of Arkansas Fayetteville,University of Arkansas Fayetteville,https://openalex.org/I78715868,University of Arkansas at Fayetteville,US,0.96,COMMON TERMS,True,1871.0,https://ror.org/05jbt9m15,"[{'type': 'website', 'value': 'http://www.uark.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Arkansas'}]","['education', 'funder']"
1,University of Arkansas Fayetteville,University of Arkansas,https://openalex.org/I2799691083,University of Arkansas System,US,0.86,HEURISTICS,False,1873.0,https://ror.org/05vvhh982,"[{'type': 'website', 'value': 'http://www.uasys.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Arkansas_System'}]","['education', 'funder']"
2,University of Arkansas Fayetteville,University of Arkansas,https://openalex.org/I32038505,University of Central Arkansas,US,0.85,HEURISTICS,False,1907.0,https://ror.org/029bp0k25,"[{'type': 'website', 'value': 'http://www.uca.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Central_Arkansas'}]","['education', 'funder']"
0,University of Bern,University of Bern,https://openalex.org/I118564535,University of Bern,CH,1.0,EXACT,True,1834.0,https://ror.org/02k7v4d05,"[{'type': 'website', 'value': 'https://www.unibe.ch'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Bern'}]","['education', 'funder']"
0,University of Bologna,University of Bologna,https://openalex.org/I9360294,University of Bologna,IT,1.0,EXACT,True,1088.0,https://ror.org/01111rn36,"[{'type': 'website', 'value': 'https://www.unibo.it'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Bologna'}]","['education', 'funder']"
0,University of Bristol,University of Bristol,https://openalex.org/I36234482,University of Bristol,GB,1.0,EXACT,True,1909.0,https://ror.org/0524sp257,"[{'type': 'website', 'value': 'http://bristol.ac.uk/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Bristol'}]","['education', 'funder']"
0,University of Canterbury,University of Canterbury,https://openalex.org/I185492890,University of Canterbury,NZ,1.0,EXACT,True,1873.0,https://ror.org/03y7q9t39,"[{'type': 'website', 'value': 'https://www.canterbury.ac.nz'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Canterbury'}]","['education', 'funder']"
0,Southeast University - China,Southeast University China,https://openalex.org/I4210105806,Zhongda Hospital Southeast University,CN,0.76,COMMON TERMS,False,1935.0,https://ror.org/01k3hq685,"[{'type': 'website', 'value': 'http://www.njzdyy.com/'}]",['healthcare']
0,Universidade Catolica Portuguesa,Universidade Catolica Portuguesa,https://openalex.org/I25169866,Universidade Católica Portuguesa,PT,1.0,EXACT,True,1967.0,https://ror.org/03b9snr86,"[{'type': 'website', 'value': 'https://www.ucp.pt'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Catholic_University_of_Portugal'}]",['education']
0,Nankai University,Nankai University,https://openalex.org/I205237279,Nankai University,CN,1.0,EXACT,True,1919.0,https://ror.org/01y1kjr75,"[{'type': 'website', 'value': 'https://nankai.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Nankai_University'}]","['education', 'funder']"
0,University of Aberdeen,University of Aberdeen,https://openalex.org/I195460627,University of Aberdeen,GB,1.0,EXACT,True,1495.0,https://ror.org/016476m91,"[{'type': 'website', 'value': 'https://www.abdn.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Aberdeen'}]","['education', 'funder']"
0,University of Cologne,University of Cologne,https://openalex.org/I180923762,University of Cologne,DE,1.0,EXACT,True,1388.0,https://ror.org/00rcxh774,"[{'type': 'website', 'value': 'http://www.portal.uni-koeln.de/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Cologne'}]","['education', 'funder']"
0,University of Connecticut,University of Connecticut,https://openalex.org/I140172145,University of Connecticut,US,1.0,EXACT,True,1881.0,https://ror.org/02der9h97,"[{'type': 'website', 'value': 'http://uconn.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Connecticut'}]","['education', 'funder']"
0,Kedge Business School,Kedge Business School,https://openalex.org/I51205905,Kedge Business School,FR,1.0,EXACT,True,1874.0,https://ror.org/00wk3s644,"[{'type': 'website', 'value': 'https://student.kedge.edu'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/BEM_Management_School'}]",['education']
0,University Hohenheim,University Hohenheim,https://openalex.org/I110079840,University of Hohenheim,DE,0.93,COMMON TERMS,True,1818.0,https://ror.org/00b1c9541,"[{'type': 'website', 'value': 'https://www.uni-hohenheim.de'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Hohenheim'}]","['education', 'funder']"
1,University Hohenheim,University Hohenheim,https://openalex.org/I161941770,University of Lucerne,CH,0.68,FUZZY,False,2000.0,https://ror.org/00kgrkn83,"[{'type': 'website', 'value': 'https://www.unilu.ch'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/University_of_Lucerne'}]",['education']
2,University Hohenheim,University Hohenheim,https://openalex.org/I118564535,University of Bern,CH,0.68,FUZZY,False,1834.0,https://ror.org/02k7v4d05,"[{'type': 'website', 'value': 'https://www.unibe.ch'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Bern'}]","['education', 'funder']"
0,University of Essex,University of Essex,https://openalex.org/I110002522,University of Essex,GB,1.0,EXACT,True,1963.0,https://ror.org/02nkf1q06,"[{'type': 'website', 'value': 'https://www.essex.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Essex'}]","['education', 'funder']"
0,University of Exeter,University of Exeter,https://openalex.org/I23923803,University of Exeter,GB,1.0,EXACT,True,1955.0,https://ror.org/03yghzc09,"[{'type': 'website', 'value': 'https://www.exeter.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Exeter'}]","['education', 'funder']"
0,Goethe University Frankfurt,Goethe University Frankfurt,https://openalex.org/I114090438,Goethe University Frankfurt,DE,1.0,EXACT,True,1914.0,https://ror.org/04cvxnb49,"[{'type': 'website', 'value': 'https://www.uni-frankfurt.de'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Goethe_University_Frankfurt'}]","['education', 'funder']"
0,University of Geneva,University of Geneva,https://openalex.org/I114457229,University of Geneva,CH,1.0,EXACT,True,1559.0,https://ror.org/01swzsf04,"[{'type': 'website', 'value': 'https://www.unige.ch/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Geneva'}]","['education', 'funder']"
0,University of Glasgow,University of Glasgow,https://openalex.org/I7882870,University of Glasgow,GB,1.0,EXACT,True,1451.0,https://ror.org/00vtgdb53,"[{'type': 'website', 'value': 'http://www.gla.ac.uk/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Glasgow'}]","['education', 'funder']"
0,University of Gothenburg,University of Gothenburg,https://openalex.org/I881427289,University of Gothenburg,SE,1.0,EXACT,True,1954.0,https://ror.org/01tm6cn81,"[{'type': 'website', 'value': 'https://www.gu.se'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Gothenburg'}]","['education', 'funder']"
0,University of Gottingen,University of Gottingen,https://openalex.org/I74656192,University of Göttingen,DE,1.0,EXACT,True,1734.0,https://ror.org/01y9bpm73,"[{'type': 'website', 'value': 'http://www.uni-goettingen.de/en/1.html'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_G%C3%B6ttingen'}]","['education', 'funder']"
0,University of Granada,University of Granada,https://openalex.org/I173304897,Universidad de Granada,ES,1.0,EXACT,True,1531.0,https://ror.org/04njjy449,"[{'type': 'website', 'value': 'https://www.ugr.es'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/University_of_Granada'}]","['education', 'funder']"
0,Keio University,Keio University,https://openalex.org/I203951103,Keio University,JP,1.0,EXACT,True,1858.0,https://ror.org/02kn6nx58,"[{'type': 'website', 'value': 'https://www.keio.ac.jp'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Keio_University'}]","['education', 'funder']"
0,University of Houston,University of Houston,https://openalex.org/I44461941,University of Houston,US,1.0,EXACT,True,1927.0,https://ror.org/048sx0r50,"[{'type': 'website', 'value': 'https://uh.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Houston'}]","['education', 'funder']"
0,University of Zaragoza,University of Zaragoza,https://openalex.org/I255234318,Universidad de Zaragoza,ES,1.0,EXACT,True,1542.0,https://ror.org/012a91z28,"[{'type': 'website', 'value': 'https://www.unizar.es'}, {'type': 'wikipedia', 'value': 'https://es.wikipedia.org/wiki/Universidad_de_Zaragoza'}]","['education', 'funder']"
0,University of Innsbruck,University of Innsbruck,https://openalex.org/I190249584,Universität Innsbruck,AT,1.0,EXACT,True,1669.0,https://ror.org/054pv6659,"[{'type': 'website', 'value': 'https://www.uibk.ac.at'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Innsbruck'}]","['education', 'funder']"
0,University of International Business & Economics,University of International Business & Economics,https://openalex.org/I146563203,University of International Business and Economics,CN,1.0,PHRASE,True,1951.0,https://ror.org/05khqpb71,"[{'type': 'website', 'value': 'http://www.uibe.cn/app/eng/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/University_of_International_Business_and_Economics_(Beijing)'}]","['education', 'funder']"
0,University of Iowa,University of Iowa,https://openalex.org/I126307644,University of Iowa,US,1.0,EXACT,True,1847.0,https://ror.org/036jqmy94,"[{'type': 'website', 'value': 'https://uiowa.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Iowa'}]","['education', 'funder']"
0,University of Kansas,University of Kansas,https://openalex.org/I146416000,University of Kansas,US,1.0,EXACT,True,1865.0,https://ror.org/001tmjg57,"[{'type': 'website', 'value': 'https://ku.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Kansas'}]","['education', 'funder']"
0,University of Wollongong,University of Wollongong,https://openalex.org/I204824540,University of Wollongong,AU,1.0,EXACT,True,1951.0,https://ror.org/00jtmb277,"[{'type': 'website', 'value': 'https://www.uow.edu.au'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Wollongong'}]","['education', 'funder']"
0,University of Kent,University of Kent,https://openalex.org/I20581793,University of Kent,GB,1.0,EXACT,True,1965.0,https://ror.org/00xkeyj56,"[{'type': 'website', 'value': 'https://www.kent.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Kent'}]","['education', 'funder']"
0,Universite Libre de Bruxelles,Universite Libre de Bruxelles,https://openalex.org/I132053463,Université Libre de Bruxelles,BE,1.0,EXACT,True,1834.0,https://ror.org/01r9htc13,"[{'type': 'website', 'value': 'https://www.ulb.be'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Universit%C3%A9_libre_de_Bruxelles'}]","['education', 'funder']"
0,Baruch College (CUNY),Baruch College CUNY,https://openalex.org/I141810926,Baruch College,US,0.85,COMMON TERMS,False,1968.0,https://ror.org/023qavy03,"[{'type': 'website', 'value': 'http://www.baruch.cuny.edu/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Baruch_College'}]",['education']
1,Baruch College (CUNY),Baruch College CUNY,https://openalex.org/I111455621,"Queens College, CUNY",US,0.63,COMMON TERMS,False,1937.0,https://ror.org/03v8adn41,"[{'type': 'website', 'value': 'http://www.qc.cuny.edu/Pages/home.aspx'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Queens_College,_City_University_of_New_York'}]","['education', 'funder']"
2,Baruch College (CUNY),Baruch College CUNY,https://openalex.org/I884065104,SUNY Broome Community College,US,0.62,FUZZY,False,1946.0,https://ror.org/0001a2m26,"[{'type': 'website', 'value': 'https://www1.sunybroome.edu'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/SUNY_Broome_Community_College'}]","['education', 'funder']"
0,Johannes Kepler University Linz,Johannes Kepler University Linz,https://openalex.org/I121883995,Johannes Kepler University of Linz,AT,0.95,COMMON TERMS,True,1966.0,https://ror.org/052r2xn60,"[{'type': 'website', 'value': 'https://www.jku.at'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Johannes_Kepler_University_Linz'}]",['education']
1,Johannes Kepler University Linz,Kepler University,https://openalex.org/I4210119171,Kepler Universitätsklinikum,AT,0.73,HEURISTICS,False,2016.0,https://ror.org/02h3bfj85,"[{'type': 'website', 'value': 'https://www.kepleruniklinikum.at/'}]","['funder', 'healthcare']"
2,Johannes Kepler University Linz,Johannes Kepler University Linz,https://openalex.org/I4399657969,Energieinstitut an der Johannes Kepler Universität Linz,,0.7,COMMON TERMS,False,,https://ror.org/00t12va36,"[{'type': 'website', 'value': 'https://energieinstitut-linz.at'}]",['nonprofit']
0,University of Liverpool,University of Liverpool,https://openalex.org/I146655781,University of Liverpool,GB,1.0,EXACT,True,1882.0,https://ror.org/04xs57h96,"[{'type': 'website', 'value': 'http://www.liv.ac.uk/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Liverpool'}]","['education', 'funder']"
0,Chongqing University,Chongqing University,https://openalex.org/I158842170,Chongqing University,CN,1.0,EXACT,True,1929.0,https://ror.org/023rhb549,"[{'type': 'website', 'value': 'https://www.cqu.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Chongqing_University'}]","['education', 'funder']"
0,Loughborough University,Loughborough University,https://openalex.org/I143804889,Loughborough University,GB,1.0,EXACT,True,1909.0,https://ror.org/04vg4w365,"[{'type': 'website', 'value': 'https://www.lboro.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Loughborough_University'}]","['education', 'funder']"
0,Middlesex University,Middlesex University,https://openalex.org/I60488453,Middlesex University,GB,1.0,EXACT,True,1973.0,https://ror.org/01rv4p989,"[{'type': 'website', 'value': 'https://www.mdx.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Middlesex_University'}]","['education', 'funder']"
0,Shandong University,Shandong University,https://openalex.org/I154099455,Shandong University,CN,1.0,EXACT,True,1901.0,https://ror.org/0207yh398,"[{'type': 'website', 'value': 'https://www.sdu.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Shandong_University'}]","['education', 'funder']"
0,University of Massachusetts Amherst,University of Massachusetts Amherst,https://openalex.org/I24603500,University of Massachusetts Amherst,US,1.0,EXACT,True,1863.0,https://ror.org/0072zz521,"[{'type': 'website', 'value': 'https://www.umass.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Massachusetts_Amherst'}]","['education', 'funder']"
0,University of Missouri Columbia,University of Missouri Columbia,https://openalex.org/I76835614,University of Missouri,US,1.0,EXACT,True,1839.0,https://ror.org/02ymw8z06,"[{'type': 'website', 'value': 'http://missouri.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Missouri'}]","['education', 'funder']"
0,Universite de Montpellier,Universite de Montpellier,https://openalex.org/I19894307,Université de Montpellier,FR,1.0,EXACT,True,1289.0,https://ror.org/051escj72,"[{'type': 'website', 'value': 'https://umontpellier.fr'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/University_of_Montpellier'}]","['education', 'funder']"
0,University of Nebraska Lincoln,University of Nebraska Lincoln,https://openalex.org/I114395901,University of Nebraska–Lincoln,US,1.0,EXACT,True,1869.0,https://ror.org/043mer456,"[{'type': 'website', 'value': 'http://www.unl.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Nebraska%E2%80%93Lincoln'}]","['education', 'funder']"
0,Technical University of Berlin,Technical University of Berlin,https://openalex.org/I4577782,Technische Universität Berlin,DE,1.0,EXACT,True,1946.0,https://ror.org/03v4gjf40,"[{'type': 'website', 'value': 'https://www.tu.berlin'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Technical_University_of_Berlin'}]","['education', 'funder']"
