journal,source_id,journal_name,ISSN,verified
ASTIN BULLETIN-THE JOURNAL OF THE INTERNATIONAL ACTUARIAL ASSOCIATION,https://openalex.org/S92223472,Astin Bulletin,0515-0361,True
BALTIC JOURNAL OF ECONOMICS,https://openalex.org/S71377650,Baltic Journal of Economics,1406-099X,True
BUSINESS HISTORY REVIEW,https://openalex.org/S4387282437,Consumption and Society,2752-8499,True
DEVELOPING ECONOMIES,https://openalex.org/S128035191,The Developing Economies,0012-1533,True
ECON JOURNAL WATCH,https://openalex.org/S188292526,Econ journal watch,1933-527X,True
ECONOMIA POLITICA,https://openalex.org/S26598852,Economia Politica,1120-2890,True
ECONOMICS OF TRANSPORTATION,https://openalex.org/S2898237991,Economics of Transportation,2212-0122,True
EMPIRICA,https://openalex.org/S133770707,Empirica,0340-8744,True
ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,https://openalex.org/S204453222,Therapeutics and Clinical Risk Management,1178-203X,True
ENTERPRISE & SOCIETY,https://openalex.org/S4210180908,Financial Internet Quarterly,2719-3454,True
GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,https://openalex.org/S4210231449,Plants People Planet,2572-2611,True
GROUP DECISION AND NEGOTIATION,https://openalex.org/S187785683,Hipertext net Revista Académica sobre Documentación Digital y Comunicación Interactiva,1695-5498,True
HISTORY OF POLITICAL ECONOMY,https://openalex.org/S83145862,History of Political Economy,0018-2702,True
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,https://openalex.org/S4210239069,REVISTA ESPAÑOLA DE COMUNICACIÓN EN SALUD,1989-9882,True
INTERNATIONAL LABOUR REVIEW,https://openalex.org/S50174339,International Labour Review,0020-7780,True
INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH,https://openalex.org/S267729,International Transactions in Operational Research,0969-6016,True
INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,https://openalex.org/S2764594251,Engineering Economics,1392-2785,True
JAPAN AND THE WORLD ECONOMY,https://openalex.org/S70935693,Japan and the World Economy,0922-1425,True
JOURNAL OF CHOICE MODELLING,https://openalex.org/S3035068822,Journal of Organization Design,2245-408X,True
JOURNAL OF COMPUTATIONAL FINANCE,https://openalex.org/S4387286577,JMIR AI,2817-1705,True
JOURNAL OF DERIVATIVES,https://openalex.org/S4210181109,Studies in Communication and Media,2192-4007,True
JOURNAL OF ECONOMIC INTERACTION AND COORDINATION,https://openalex.org/S146534985,Journal of Economic Interaction and Coordination,1860-711X,True
JOURNAL OF ECONOMIC METHODOLOGY,https://openalex.org/S52333995,Journal of Economic Methodology,1350-178X,True
JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,https://openalex.org/S4210172902,Journal of Institutional and Theoretical Economics JITE,0932-4569,True
JOURNAL OF REAL ESTATE RESEARCH,https://openalex.org/S52721111,Journal of Real Estate Research,0896-5803,True
MATHEMATICS AND FINANCIAL ECONOMICS,https://openalex.org/S124412575,Mathematics and Financial Economics,1862-9679,True
METROECONOMICA,https://openalex.org/S171812798,Metroeconomica,0026-1386,True
NEGOTIATION AND CONFLICT MANAGEMENT RESEARCH,https://openalex.org/S100149336,Negotiation and Conflict Management Research,1750-4708,True
NEGOTIATION JOURNAL,https://openalex.org/S57049600,Negotiation Journal,0748-4526,True
PACIFIC ECONOMIC REVIEW,https://openalex.org/S200274427,Pacific Economic Review,1361-374X,True
RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,https://openalex.org/S2738281210,Review of Business Management,1806-4892,True
REVIEW OF KEYNESIAN ECONOMICS,https://openalex.org/S2764655866,Review of Keynesian Economics,2049-5323,True
REVISTA DE CONTABILIDAD-SPANISH ACCOUNTING REVIEW,https://openalex.org/S4210226095,Telemedicine Reports,2692-4366,True
SPATIAL ECONOMIC ANALYSIS,https://openalex.org/S7161550,Spatial Economic Analysis,1742-1772,True
SPORT MARKETING QUARTERLY,https://openalex.org/S4210221333,Conservation,2673-7159,True
AMFITEATRU ECONOMIC,https://openalex.org/S4404676495,SEARCH.,2672-7080,True
ANNALS OF ECONOMICS AND FINANCE,https://openalex.org/S168680943,Annals of economics and finance,1529-7373,True
APPLIED ECONOMIC ANALYSIS,https://openalex.org/S4210191200,Applied Economic Analysis,2632-7627,True
ASIAN ECONOMIC PAPERS,https://openalex.org/S4210209722,Asian Economic Papers,1535-3516,True
AUSTRALIAN ECONOMIC REVIEW,https://openalex.org/S149486094,Australian Economic Review,0004-9018,True
BULLETIN OF ECONOMIC RESEARCH,https://openalex.org/S170913539,Bulletin of Economic Research,0307-3378,True
BULLETIN OF INDONESIAN ECONOMIC STUDIES,https://openalex.org/S203364070,Bulletin of Indonesian Economic Studies,0007-4918,True
EASTERN EUROPEAN ECONOMICS,https://openalex.org/S149339240,Eastern European Economics,0012-8775,True
ECONOMIC SYSTEMS RESEARCH,https://openalex.org/S182651638,Economic Systems Research,0953-5314,True
EUROPEAN JOURNAL OF HEALTH ECONOMICS,https://openalex.org/S4210179146,Business Strategy & Development,2572-3170,True
EUROPEAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,https://openalex.org/S105799767,European Journal of the History of Economic Thought,0967-2567,True
FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,https://openalex.org/S1041061247,Finance A Uver-czech Journal of Economics and Finance,0015-1920,False
FINANZARCHIV,https://openalex.org/S22315241,FinanzArchiv Public Finance Analysis,0015-2218,False
INFORMATION TECHNOLOGY & MANAGEMENT,https://openalex.org/S122922407,Information Technology and Management,1385-951X,True
INSURANCE MATHEMATICS & ECONOMICS,https://openalex.org/S4210206356,BMJ Open Quality,2399-6641,True
INTERNATIONAL JOURNAL OF ECONOMIC THEORY,https://openalex.org/S16146169,International Journal of Economic Theory,1742-7355,True
INTERNATIONAL JOURNAL OF GAME THEORY,https://openalex.org/S132210109,International Journal of Game Theory,0020-7276,True
INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT,https://openalex.org/S4210213968,One Ecosystem,2367-8194,True
INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,https://openalex.org/S101163346,International Journal of Strategic Property Management,1648-715X,True
INVESTMENT ANALYSTS JOURNAL,https://openalex.org/S4210178999,Ecologies,2673-4133,True
JCMS-JOURNAL OF COMMON MARKET STUDIES,https://openalex.org/S122406424,JCMS Journal of Common Market Studies,0021-9886,True
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,https://openalex.org/S4210178346,Frontiers in Forests and Global Change,2624-893X,True
JOURNAL OF AUSTRALIAN POLITICAL ECONOMY,https://openalex.org/S170200280,Journal of Australian political economy,0156-5826,True
JOURNAL OF RISK,https://openalex.org/S4306504552,BMJ Leader,2398-631X,True
JOURNAL OF THE ASIA PACIFIC ECONOMY,https://openalex.org/S113509650,Journal of the Asia Pacific Economy,1354-7860,True
PHARMACOECONOMICS,https://openalex.org/S43019230,PharmacoEconomics,1170-7690,True
POST-COMMUNIST ECONOMIES,https://openalex.org/S151220816,Post-Communist Economies,1463-1377,True
RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS,https://openalex.org/S203848637,Revista de Administração de Empresas,0034-7590,True
REVIEW OF RADICAL POLITICAL ECONOMICS,https://openalex.org/S201928713,Review of Radical Political Economics,0486-6134,True
ROMANIAN JOURNAL OF ECONOMIC FORECASTING,https://openalex.org/S82530445,Romanian Journal of Economic Forecasting,1582-6163,True
SCIENCE TECHNOLOGY AND SOCIETY,https://openalex.org/S202144432,Science Technology and Society,0971-7218,True
SINGAPORE ECONOMIC REVIEW,https://openalex.org/S62126747,The Singapore Economic Review,0217-5908,True
SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT,https://openalex.org/S4210215964,South African Journal of Business Management,2078-5585,True
SOUTH AFRICAN JOURNAL OF ECONOMICS,https://openalex.org/S90392387,South African Journal of Economics,0038-2280,True
SPANISH JOURNAL OF FINANCE AND ACCOUNTING-REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDA,https://openalex.org/S940947811,Revista Espanola De Financiacion Y Contabilidad-spanish Journal of Finance and Accounting,0210-2412,False
SPANISH JOURNAL OF FINANCE AND ACCOUNTING-REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDAD,https://openalex.org/S4210239069,REVISTA ESPAÑOLA DE COMUNICACIÓN EN SALUD,1989-9882,True
AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,https://openalex.org/S980556082,Agricultural Economics (Zemědělská ekonomika),0139-570X,True
ARGUMENTA OECONOMICA,https://openalex.org/S175723052,Argumenta Oeconomica,1233-5835,True
ASIAN-PACIFIC ECONOMIC LITERATURE,https://openalex.org/S59042063,Asian-Pacific Economic Literature,0818-9935,True
AUSTRALIAN ECONOMIC HISTORY REVIEW,https://openalex.org/S108455820,Australian Economic History Review,0004-8992,True
B E JOURNAL OF MACROECONOMICS,https://openalex.org/S196564809,The B E Journal of Macroeconomics,2194-6116,True
B E JOURNAL OF THEORETICAL ECONOMICS,https://openalex.org/S165881774,The B E Journal of Theoretical Economics,2194-6124,True
E & M EKONOMIE A MANAGEMENT,https://openalex.org/S4210214577,E+M Ekonomie a Management,1212-3609,True
ECONOMIC AND SOCIAL REVIEW,https://openalex.org/S47389216,Economic and social review,0012-9984,True
ECONOMICS OF GOVERNANCE,https://openalex.org/S156716048,Economics of Governance,1435-6104,True
ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,https://openalex.org/S4210220385,Economics,1864-6042,True
ESTUDIOS DE ECONOMIA,https://openalex.org/S4210197148,Estudios de economía,0718-5286,True
GLOBAL ECONOMIC REVIEW,https://openalex.org/S47824075,Global Economic Review,1226-508X,True
HEALTH ECONOMICS REVIEW,https://openalex.org/S2738551320,Health Economics Review,2191-1991,True
INTERNATIONAL JOURNAL OF SHIPPING AND TRANSPORT LOGISTICS,https://openalex.org/S52328560,International Journal of Shipping and Transport Logistics,1756-6517,True
JOURNAL OF ACCOUNTING AND PUBLIC POLICY,https://openalex.org/S86762183,Journal of Accounting and Public Policy,0278-4254,True
JOURNAL OF AGRARIAN CHANGE,https://openalex.org/S17004734,Journal of Agrarian Change,1471-0358,True
JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,https://openalex.org/S91071628,Journal of East European Management Studies,0949-6181,True
JOURNAL OF ECONOMIC ISSUES,https://openalex.org/S2737295936,Neotropical Biodiversity,2376-6808,True
JOURNAL OF FOREST ECONOMICS,https://openalex.org/S2738395297,Journal of ETA Maritime Science,2148-9386,True
JOURNAL OF KOREA TRADE,https://openalex.org/S185325801,Journal of Korea Trade,1229-828X,True
JOURNAL OF OPERATIONAL RISK,https://openalex.org/S183802457,The Journal of Operational Risk,1744-6740,True
JOURNAL OF POST KEYNESIAN ECONOMICS,https://openalex.org/S151404345,Journal of Post Keynesian Economics,0160-3477,True
JOURNAL OF RISK MODEL VALIDATION,https://openalex.org/S3035068822,Journal of Organization Design,2245-408X,True
JOURNAL OF TRANSPORT ECONOMICS AND POLICY,https://openalex.org/S2596093566,Frontiers in Communication,2297-900X,True
JOURNAL OF WORLD ENERGY LAW & BUSINESS,https://openalex.org/S164333781,The Journal of World Energy Law & Business,1754-9957,True
JOURNAL OF WORLD TRADE,https://openalex.org/S105430050,Journal of World Trade,1011-6702,True
LATIN AMERICAN ECONOMIC REVIEW,https://openalex.org/S2737251658,Latin American Economic Review,2196-436X,False
PANOECONOMICUS,https://openalex.org/S147126554,Panoeconomicus,1452-595X,True
PORTUGUESE ECONOMIC JOURNAL,https://openalex.org/S112983894,Portuguese Economic Journal,1617-982X,True
PRAGUE ECONOMIC PAPERS,https://openalex.org/S4210214909,Prague Economic Papers,1210-0455,True
RESEARCH IN TRANSPORTATION ECONOMICS,https://openalex.org/S39263009,Research in Transportation Economics,0739-8859,True
REVIEW OF DERIVATIVES RESEARCH,https://openalex.org/S100711025,Review of Derivatives Research,1380-6645,True
REVISTA DE ECONOMIA MUNDIAL,https://openalex.org/S140389752,Revista de Economía Mundial,1576-0162,True
SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,https://openalex.org/S157344451,South African Journal of Economic and Management Sciences,1015-8812,True
SYSTEMIC PRACTICE AND ACTION RESEARCH,https://openalex.org/S69790668,Systemic Practice and Action Research,1094-429X,True
TRANSFORMATIONS IN BUSINESS & ECONOMICS,https://openalex.org/S7397502,Transformations in business & economics,1648-4460,True
WATER ECONOMICS AND POLICY,https://openalex.org/S2764718648,Water Economics and Policy,2382-624X,True
BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,https://openalex.org/S4210235487,Betriebswirtschaftliche Forschung und Praxis,0340-5370,True
CEPAL REVIEW,https://openalex.org/S200768828,CEPAL review,0251-2920,True
CUSTOS E AGRONEGOCIO ON LINE,https://openalex.org/S2484743993,Custos e @gronegócio online,1808-2882,True
ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,https://openalex.org/S2494413385,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,0424-267X,True
EKONOMICKY CASOPIS,https://openalex.org/S992988095,Ekonomický časopis,0013-3035,True
ENGINEERING ECONOMIST,https://openalex.org/S51113653,The Engineering Economist,0013-791X,True
HACIENDA PUBLICA ESPANOLA-REVIEW OF PUBLIC ECONOMICS,https://openalex.org/S948502762,Revista Hacienda Pública Española,0210-1173,True
HITOTSUBASHI JOURNAL OF ECONOMICS,https://openalex.org/S44261207,Hitotsubashi journal of economics,0018-280X,True
INDEPENDENT REVIEW,https://openalex.org/S104160329,The independent review,1086-1653,True
INTERNATIONAL JOURNAL OF TRANSPORT ECONOMICS,https://openalex.org/S153975964,Rivista Internazionale di Economia dei Trasporti,0303-5247,False
INVESTIGACION ECONOMICA,https://openalex.org/S125733402,Investigación Económica,0185-1667,True
KOREAN ECONOMIC REVIEW,https://openalex.org/S2764532243,Korean Economic Review/The Korean economic review,0254-3737,True
MILITARY OPERATIONS RESEARCH,https://openalex.org/S2764395403,Ecological Processes,2192-1709,True
POLITICKA EKONOMIE,https://openalex.org/S976474146,Politická ekonomie,0032-3233,True
REVIEW OF NETWORK ECONOMICS,https://openalex.org/S6772833,Review of Network Economics,2194-5993,True
REVUE D ETUDES COMPARATIVES EST-OUEST,https://openalex.org/S15976965,Revue d’études comparatives Est-Ouest,0338-0599,True
TRIMESTRE ECONOMICO,https://openalex.org/S175963831,El Trimestre Económico,0041-3011,True
