baseline_rank,source_idx,source_name,F,a_p,v_0110,v_1000,v_1111,r_1000,r_1111
563,15356059,Review of Political Economy,,367.000000,0.682445,0.843511,0.673030,1.236013,0.986205
564,4210189271,Leadership & Organization Development Journal,,313.000000,0.682132,0.653991,0.637316,0.958746,0.934300
565,202934171,Journal of Mathematical Economics,,358.000000,0.679753,0.831239,0.594305,1.222854,0.874296
566,206007305,Economic Systems,E,270.000000,0.676886,0.643666,0.641656,0.950922,0.947953
567,165492527,The Economic History Review,,386.000000,0.676214,0.718101,0.572710,1.061943,0.846936
568,2764889392,Accounting Historians Journal,,70.000000,0.675409,0.939444,0.785086,1.390926,1.162387
569,53726244,Journal of Managerial Psychology,,235.000000,0.673882,0.721970,0.636678,1.071360,0.944792
570,187295728,Journal of Teaching in International Business,,43.000000,0.673315,1.622733,1.083384,2.410066,1.609030
571,7161550,Spatial Economic Analysis,E,142.000000,0.672805,0.721935,0.681142,1.073022,1.012391
572,148503350,Queueing Systems,,232.000000,0.672619,0.521479,0.546620,0.775296,0.812674
573,47993699,Journal of Engineering and Technology Management,,138.000000,0.671676,0.654970,0.665229,0.975128,0.990402
574,165881774,The B E Journal of Theoretical Economics,,108.000000,0.668421,0.759373,0.648910,1.136070,0.970810
575,2737009078,APUNTES DEL CENES,,24.000000,0.667854,1.561939,1.227103,2.338742,1.837382
576,4210172125,Comptabilité - Contrôle - Audit,,42.000000,0.667478,1.206606,0.982761,1.807708,1.472349
577,107036887,Asia Pacific Journal of Management,B,299.000000,0.666660,0.799172,0.659056,1.198770,0.988594
578,4210220312,International Journal of Logistics Research and Applications,,367.000000,0.664442,0.614464,0.624637,0.924783,0.940094
579,9019866,Journal of Transnational Management,,30.000000,0.664217,1.364170,1.106273,2.053802,1.665529
580,171971387,Scandinavian Journal of Management,,123.000000,0.663833,0.765048,0.672313,1.152470,1.012775
581,13669392,German Economic Review,E,74.000000,0.662865,0.808687,0.738184,1.219988,1.113626
582,183939566,Sustainability Accounting Management and Policy Journal,B,252.000000,0.662280,0.594254,0.628083,0.897286,0.948364
583,4394736890,International Real Estate Review,,31.000000,0.661983,1.275165,1.048458,1.926280,1.583813
584,150702451,Global Finance Journal,,322.000000,0.661773,0.501232,0.588439,0.757407,0.889186
585,2739393555,Journal of Agricultural and Applied Economics,,152.000000,0.661436,0.541306,0.605269,0.818379,0.915083
586,190363454,Organizational Behavior Teaching Review,,165.000000,0.660889,0.555535,0.593718,0.840588,0.898364
587,151491554,The Geneva Papers on Risk and Insurance Issues and Practice,,154.000000,0.660181,0.630317,0.636847,0.954764,0.964655
588,3034727917,Financial Innovation,,441.000000,0.655522,0.496846,0.576382,0.757939,0.879271
589,204305389,Journal of Management Development,B,145.000000,0.654635,0.681234,0.666291,1.040631,1.017804
590,98234996,Accounting Research Journal,,166.000000,0.654404,0.690078,0.667959,1.054514,1.020714
591,35090897,International Journal of the Economics of Business,,62.000000,0.654336,0.832337,0.756774,1.272032,1.156553
592,68754933,Organization Management Journal,,45.000000,0.653576,1.074616,0.894412,1.644211,1.368491
593,39332106,Journal of Food Products Marketing,,93.000000,0.652055,0.796491,0.734399,1.221509,1.126283
594,4210172729,Journal of Humanitarian Logistics and Supply Chain Management,,106.000000,0.650646,0.901775,0.756415,1.385968,1.162559
595,3409213,Service Business,,144.000000,0.650556,0.687499,0.672167,1.056788,1.033220
596,4306515389,Journal of Business & Retail Management Research,,28.000000,0.649573,1.325116,1.095104,2.039981,1.685883
597,107325288,Social Choice and Welfare,,299.000000,0.649236,0.670297,0.547885,1.032439,0.843892
598,4210175713,Economía,,29.000000,0.648840,1.542263,1.155831,2.376953,1.781380
599,2764879640,Global Journal of Flexible Systems Management,B,168.000000,0.648478,0.594120,0.652861,0.916175,1.006759
600,2764518860,Annals of Economics and Statistics,E,40.000000,0.647063,1.362779,1.029899,2.106101,1.591653
601,71377650,Baltic Journal of Economics,E,38.000000,0.646607,1.196965,0.982466,1.851147,1.519417
602,10615428,Journal of Real Estate Literature,E,39.000000,0.644096,1.157926,0.940572,1.797753,1.460297
603,2764555313,International Journal of Business,,23.000000,0.643894,1.499206,1.215580,2.328344,1.887859
604,107261186,Journal of Historical Research in Marketing,,60.000000,0.640283,1.096941,0.856573,1.713212,1.337803
605,4210176257,Journal of Management Science and Engineering,,143.000000,0.640009,0.649866,0.649930,1.015402,1.015501
606,4210197888,Review of International Business and Strategy,B,137.000000,0.639987,0.688294,0.668491,1.075482,1.044539
607,4210240690,Journal of Asian Business and Economic Studies,,78.000000,0.639842,0.820458,0.774897,1.282282,1.211075
608,121409115,International Review of Law and Economics,,176.000000,0.638876,0.585188,0.578312,0.915966,0.905202
609,132950052,Journal of Interdisciplinary Economics,,45.000000,0.638090,1.015139,0.869562,1.590901,1.362758
610,2764538546,Polish Journal of Management Studies,,34.000000,0.637985,1.250297,1.048987,1.959757,1.644218
611,2764850437,International Economics,E,240.000000,0.637326,0.566023,0.597905,0.888122,0.938147
612,4210181022,World Journal of Entrepreneurship Management and Sustainable Development,,56.000000,0.637306,1.001552,0.875711,1.571539,1.374082
613,42678134,Journal of Hospitality & Tourism Research,,434.000000,0.637033,0.534808,0.556801,0.839530,0.874055
614,2764804572,Economic Theory Bulletin,,90.000000,0.635316,1.053060,0.722159,1.657538,1.136692
615,48661868,China & World Economy,,215.000000,0.634172,0.599247,0.592837,0.944929,0.934820
616,50758683,Revista de Historia Económica / Journal of Iberian and Latin American Economic History,,61.000000,0.633932,1.087659,0.823805,1.715733,1.299515
617,173574685,International Journal of Theoretical and Applied Finance,E,140.000000,0.632739,0.681993,0.616687,1.077842,0.974631
618,70935693,Japan and the World Economy,,98.000000,0.632632,0.836619,0.736186,1.322441,1.163687
619,4210214005,Latin American Journal of Central Banking,E,73.000000,0.631971,0.860584,0.741971,1.361745,1.174058
620,4394735563,Journal of applied corporate finance,,117.000000,0.631676,1.001497,0.712856,1.585460,1.128515
621,135394783,The International Journal of Management Education,,449.000000,0.628394,0.487551,0.559542,0.775868,0.890432
622,162526994,International Journal of Market Research,,183.000000,0.627959,0.614386,0.602285,0.978385,0.959115
623,2737238315,East Asian Economic Review,,37.000000,0.627446,1.225925,0.992252,1.953835,1.581416
624,2739303216,Journal of Tax Reform,,26.000000,0.626824,1.424351,1.152867,2.272329,1.839219
625,148814761,Journal of International Consumer Marketing,,139.000000,0.626817,0.700695,0.655663,1.117861,1.046020
626,4210192575,GLOBAL BUSINESS & FINANCE REVIEW,,38.000000,0.624042,1.153196,0.955576,1.847946,1.531269
627,54467454,International Environmental Agreements Politics Law and Economics,,155.000000,0.624015,0.677314,0.610205,1.085414,0.977869
628,143806524,The Journal of Portfolio Management,,281.000000,0.622691,0.624491,0.573721,1.002890,0.921358
629,2898237991,Economics of Transportation,,66.000000,0.621847,0.999165,0.793552,1.606769,1.276121
630,2764812334,Quality Management Journal,,63.000000,0.621705,0.853998,0.781285,1.373638,1.256680
631,4210182043,Arthaniti-Journal of Economic Theory and Practice,E,35.000000,0.621047,1.212251,0.987570,1.951946,1.590168
632,2764835697,Asian Development Review,,84.000000,0.620984,0.659290,0.634563,1.061686,1.021867
633,167126396,Journal of Relationship Marketing,,53.000000,0.619145,0.952634,0.833740,1.538629,1.346600
634,4210201278,International Journal of Operations and Quantitative Management,,24.000000,0.618085,1.437559,1.166699,2.325829,1.887604
635,48957891,The TQM Journal,B,531.000000,0.616529,0.514145,0.577160,0.833936,0.936144
636,59289252,Intereconomics,,163.000000,0.615396,0.750007,0.639441,1.218738,1.039072
637,4210190745,Asia-Pacific Journal of Financial Studies,,140.000000,0.614848,0.671486,0.631918,1.092117,1.027763
638,4210169731,Journal of Accounting in Emerging Economies,B,162.000000,0.614721,0.657910,0.641597,1.070258,1.043720
639,203364070,Bulletin of Indonesian Economic Studies,,79.000000,0.612466,0.974763,0.768209,1.591538,1.254289
640,4210175454,Management Research The Journal of the Iberoamerican Academy of Management,B,75.000000,0.612296,0.974609,0.760476,1.591728,1.242007
641,2737155129,Journal of Central Banking Theory and Practice,,92.000000,0.611963,1.004311,0.776355,1.641131,1.268630
642,90149737,European Journal of Innovation Management,,530.000000,0.611738,0.569049,0.577032,0.930218,0.943266
643,144250037,Journal of Applied Accounting Research,B,219.000000,0.611479,0.563366,0.592383,0.921317,0.968771
644,125273398,The Quarterly Review of Economics and Finance,,477.000000,0.611317,0.476080,0.534792,0.778777,0.874819
645,89611103,Global economy journal,,47.000000,0.611315,0.987716,0.861502,1.615723,1.409260
646,37320504,Industrial Management & Data Systems,,547.000000,0.611207,0.525855,0.552744,0.860355,0.904348
647,155526628,The North American Journal of Economics and Finance,,770.000000,0.610040,0.464200,0.532370,0.760933,0.872680
648,199690760,Innovation,,120.000000,0.609918,0.671982,0.623326,1.101758,1.021984
649,171812798,Metroeconomica,,155.000000,0.609913,0.794201,0.659238,1.302156,1.080874
650,2764680368,Social and Environmental Accountability Journal,,118.000000,0.609587,0.823359,0.683061,1.350684,1.120531
651,124504522,Information Systems Management,,133.000000,0.609155,0.685732,0.644577,1.125710,1.058149
652,58276920,Journal of European real estate research,,99.000000,0.608917,0.808711,0.683522,1.328114,1.122522
653,41958068,Journal of Consumer Behaviour,,562.000000,0.608311,0.527873,0.536502,0.867768,0.881953
654,191005381,Defence and Peace Economics,,212.000000,0.607852,0.701966,0.612112,1.154830,1.007009
655,2764541937,Journal of Economics and Development,,81.000000,0.606748,0.853556,0.765214,1.406771,1.261172
656,99990550,Journal of Consumer Policy,,109.000000,0.605071,0.691277,0.635258,1.142471,1.049889
657,4210230920,TEC Empresarial,,37.000000,0.603981,1.319518,1.030548,2.184700,1.706257
658,4210194271,International Journal of Applied Behavioral Economics,,33.000000,0.602711,1.282690,1.017402,2.128203,1.688044
659,2165841,International Finance,E,69.000000,0.601934,0.848549,0.741434,1.409703,1.231753
660,4210169982,Eurasian economic review :,E,124.000000,0.601635,0.630107,0.640112,1.047326,1.063954
661,34941771,Venture Capital,,104.000000,0.599350,0.670421,0.634064,1.118581,1.057919
662,4210178345,Russian Management Journal,,28.000000,0.599309,1.371466,1.084116,2.288412,1.808943
663,26073974,Oxford Economic Papers,E,226.000000,0.598032,0.653462,0.558997,1.092687,0.934727
664,113957626,International Journal of Political Economy,,100.000000,0.597868,0.786527,0.668480,1.315552,1.118106
665,69024147,South Asia Economic Journal,,36.000000,0.597758,1.101416,0.946557,1.842577,1.583512
666,2764696161,Southern African Business Review,,33.000000,0.597642,1.207409,0.979562,2.020287,1.639045
667,148189957,Journal of Management History,B,132.000000,0.597505,0.555169,0.558228,0.929146,0.934266
668,193408319,Corporate Communications An International Journal,,236.000000,0.597426,0.424575,0.498630,0.710674,0.834631
669,2764423627,Contemporary Management Research,,33.000000,0.595512,1.268229,1.020562,2.129644,1.713755
670,4210202212,INFORMS Journal on Applied Analytics,,151.000000,0.593824,0.698024,0.592391,1.175472,0.997586
671,4210180518,Asia-Pacific Journal of Risk and Insurance,,38.000000,0.593594,1.079088,0.889454,1.817889,1.498421
672,4210231290,Financial markets and portfolio management,,95.000000,0.590557,0.709114,0.648610,1.200755,1.098302
673,30207186,CESifo Economic Studies,,66.000000,0.589643,0.787048,0.696233,1.334789,1.180771
674,71783669,Review of International Economics,E,260.000000,0.588297,0.525034,0.518410,0.892465,0.881204
675,4210235361,Istanbul Journal of Economics / İstanbul İktisat Dergisi,E,25.000000,0.587204,1.374472,1.115330,2.340707,1.899391
676,18727733,IMA Journal of Management Mathematics,,132.000000,0.586430,0.737159,0.651330,1.257027,1.110669
677,2898531903,Journal of commodity markets,,150.000000,0.584873,0.537726,0.566190,0.919389,0.968055
678,4210171597,Accounting and Finance,,728.000000,0.584520,0.431969,0.482085,0.739015,0.824754
679,187179583,International Journal of Wine Business Research,,115.000000,0.579002,0.696022,0.643253,1.202107,1.110970
680,192723185,Knowledge Management Research & Practice,,272.000000,0.578694,0.569526,0.565914,0.984158,0.977917
681,2764958792,Asian Journal of Empirical Research,,28.000000,0.578507,1.267596,1.040608,2.191150,1.798781
682,4210191457,Innovation and Development,,117.000000,0.578402,0.669508,0.614059,1.157513,1.061648
683,201037040,International Journal of Manpower,,363.000000,0.578344,0.546913,0.549814,0.945654,0.950671
684,125379575,Journal of Chinese Economic and Foreign Trade Studies,,45.000000,0.577544,0.981598,0.852875,1.699609,1.476729
685,61561007,The Journal of Risk Finance,E,136.000000,0.577467,0.532476,0.572318,0.922090,0.991084
686,173901576,The Journal of Derivatives,E,89.000000,0.577426,0.824233,0.675012,1.427427,1.169002
687,146099957,International Journal of Finance & Economics,,1142.000000,0.576839,0.449765,0.502824,0.779707,0.871689
688,3354691,Journal of Small Business and Enterprise Development,,279.000000,0.575340,0.520037,0.540710,0.903877,0.939809
689,191007255,International Review of Environmental and Resource Economics,,48.000000,0.574942,0.866516,0.782337,1.507136,1.360722
690,126021079,International Journal of Sport Finance,,36.000000,0.574759,1.040548,0.888407,1.810407,1.545704
691,4210188630,Accounting Perspectives,B,96.000000,0.574688,0.747551,0.650899,1.300795,1.132614
692,36178057,Economics Letters,,1819.000000,0.574561,0.498403,0.467131,0.867450,0.813022
693,173589923,Family and Consumer Sciences Research Journal,,113.000000,0.573747,0.717823,0.628411,1.251115,1.095274
694,161977297,Journal of Accounting & Organizational Change,,179.000000,0.572814,0.623789,0.589696,1.088991,1.029471
695,2764516016,European journal of training and development,,215.000000,0.572112,0.600466,0.561885,1.049561,0.982124
696,29817978,Marketing Intelligence & Planning,,282.000000,0.571651,0.584309,0.562487,1.022143,0.983970
697,180332110,Review of Law & Economics,,70.000000,0.571197,0.726324,0.640661,1.271582,1.121611
698,1234856,The Journal of High Technology Management Research,,61.000000,0.571161,0.912011,0.773920,1.596766,1.354994
699,114193083,Chinese Economy,,138.000000,0.570419,0.646133,0.602639,1.132733,1.056484
700,94083415,Journal of Behavioral Finance,,153.000000,0.570273,0.568387,0.567644,0.996692,0.995390
701,107033909,Journal of Economics,,174.000000,0.570051,0.622754,0.551052,1.092455,0.966672
702,4210226649,Competitiveness Review An International Business Journal incorporating Journal of Global Competitiveness,,223.000000,0.569477,0.626117,0.588529,1.099459,1.033454
703,139289085,Qualitative Market Research An International Journal,,164.000000,0.569400,0.602994,0.569563,1.058999,1.000287
704,69604123,Review of Marketing Science,,42.000000,0.568164,0.981545,0.829394,1.727575,1.459781
705,37173775,European Journal of Law and Economics,,168.000000,0.568123,0.545375,0.531094,0.959958,0.934821
706,4210188437,Supply Chain Forum an International Journal,B,156.000000,0.567718,0.562694,0.583714,0.991152,1.028176
707,156716048,Economics of Governance,,73.000000,0.567151,0.759080,0.673383,1.338408,1.187307
708,2898365741,European Journal of Family Business,,64.000000,0.565858,0.806306,0.709321,1.424927,1.253532
709,154010748,Management Decision,B,777.000000,0.563965,0.515640,0.516088,0.914311,0.915105
710,4210226759,Quantitative Finance and Economics,E,128.000000,0.562360,0.601491,0.604237,1.069583,1.074466
711,18469005,Latin American Business Review,,54.000000,0.561411,1.308771,0.932287,2.331217,1.660613
712,152972827,International Journal of Lean Six Sigma,,221.000000,0.560966,0.520692,0.559199,0.928206,0.996850
713,4210193709,Asia Pacific Journal of Innovation and Entrepreneurship,,64.000000,0.560047,1.014890,0.816635,1.812150,1.458154
714,34649780,Measuring Business Excellence,B,119.000000,0.559608,0.662218,0.638066,1.183360,1.140201
715,2764773172,International Journal of Engineering Business Management,,102.000000,0.559566,0.751997,0.658599,1.343893,1.176982
716,102624508,The Learning Organization,,194.000000,0.559372,0.550568,0.547998,0.984261,0.979666
717,2738004809,The Journal of Philosophical Economics,,45.000000,0.558952,1.025034,0.810865,1.833848,1.450688
718,127536956,Journal of International Accounting Research,,118.000000,0.558943,0.591313,0.568023,1.057913,1.016244
719,4210168278,International Journal of Global Business and Competitiveness,,66.000000,0.558043,0.803301,0.723742,1.439497,1.296928
720,2764465404,Entrepreneurship Research Journal,B,157.000000,0.557923,0.583884,0.560490,1.046531,1.004602
721,182519303,World Trade Review,,169.000000,0.556693,0.487511,0.485827,0.875726,0.872702
722,3593595,Australian Journal of Agricultural and Resource Economics,,158.000000,0.555319,0.519315,0.543363,0.935164,0.978470
723,51113653,The Engineering Economist,,55.000000,0.554471,1.090971,0.827179,1.967589,1.491835
724,5486590,International Economics and Economic Policy,E,129.000000,0.554186,0.566870,0.545361,1.022889,0.984077
725,78091837,Review of World Economics,,155.000000,0.554044,0.593614,0.563027,1.071420,1.016213
726,206916388,Journal of Asset Management,,191.000000,0.552377,0.519599,0.532828,0.940659,0.964609
727,114801022,Journal of Regulatory Economics,,73.000000,0.552038,0.732400,0.667095,1.326720,1.208421
728,4210205650,The International Review of Retail Distribution and Consumer Research,,129.000000,0.551844,0.878379,0.665480,1.591716,1.205921
729,2764581894,Southern African Journal of Accountability and Auditing Research,,29.000000,0.551185,1.236541,1.003080,2.243422,1.819860
730,2764531464,History of Economics Review,,101.000000,0.550856,1.149531,0.724186,2.086807,1.314654
731,4394735553,Annals of Public and Cooperative Economics,,172.000000,0.549661,0.581292,0.558054,1.057546,1.015269
732,177092143,Australian Journal of Management,,192.000000,0.548734,0.512359,0.510983,0.933710,0.931204
733,2738677470,Oeconomia Copernicana,,157.000000,0.548133,0.694838,0.654181,1.267643,1.193471
734,26598852,Economia Politica,,162.000000,0.547592,0.587111,0.558647,1.072168,1.020189
735,35075559,Review of Behavioral Finance,,158.000000,0.547313,0.521082,0.550538,0.952073,1.005892
736,178258306,Empirical Economics,E,746.000000,0.547252,0.503584,0.490456,0.920206,0.896217
737,138712653,Homo Oeconomicus,,51.000000,0.547208,1.062567,0.818735,1.941796,1.496205
738,162611689,Business Economics,E,125.000000,0.546100,0.606971,0.522211,1.111465,0.956255
739,1076045,Culture and Organization,,149.000000,0.545715,0.608201,0.542919,1.114502,0.994875
740,4210168767,Africa Journal of Management,,100.000000,0.545637,0.652338,0.602547,1.195552,1.104299
741,165789823,Journal of Consumer Marketing,,288.000000,0.542889,0.585786,0.540468,1.079017,0.995541
742,200838492,Manchester School,E,155.000000,0.541691,0.570318,0.523448,1.052848,0.966323
743,154533451,IEEE Transactions on Engineering Management,,1571.000000,0.540116,0.339700,0.432122,0.628939,0.800054
744,168273071,International Review of Economics & Finance,,1572.000000,0.538805,0.382722,0.453770,0.710316,0.842177
745,4210213948,Journal of Management and Strategy,,28.000000,0.538487,1.223812,1.000690,2.272687,1.858337
746,4210198543,Journal of Agribusiness in Developing and Emerging Economies,,228.000000,0.537808,0.579876,0.566288,1.078220,1.052955
747,49396926,Thunderbird International Business Review,,224.000000,0.537314,0.549801,0.529422,1.023240,0.985312
748,82593474,Asian Business & Management,B,159.000000,0.536097,0.581938,0.551652,1.085509,1.029014
749,158451771,Journal of Marketing Communications,,199.000000,0.535820,0.487575,0.501425,0.909961,0.935808
750,141901250,Strategic Change,,226.000000,0.534955,0.549179,0.527080,1.026588,0.985278
751,197145128,Journal of Organizational Change Management,,284.000000,0.534483,0.518994,0.512398,0.971020,0.958679
752,2764593888,Journal of Applied Business Research (JABR),,29.000000,0.534457,1.192087,0.978179,2.230463,1.830228
753,2765073605,European Journal of Economics and Economic Policies Intervention,,143.000000,0.534088,0.735079,0.600585,1.376325,1.124505
754,164923136,Environment and Development Economics,,121.000000,0.533599,0.596073,0.569691,1.117082,1.067640
755,193803878,International Journal of Human Capital and Information Technology Professionals,,33.000000,0.532759,1.863961,1.116403,3.498698,2.095514
756,120518121,Atlantic Economic Journal,E,117.000000,0.532229,0.539947,0.512372,1.014502,0.962692
757,2898574612,Economic Analysis and Policy,,1070.000000,0.532128,0.398129,0.465430,0.748184,0.874659
758,2737431740,Econometrics,,152.000000,0.531882,0.622197,0.529190,1.169803,0.994938
759,2739385614,AD-minister,,31.000000,0.531708,1.204777,0.969555,2.265862,1.823473
760,4210219127,International Journal of Economic Sciences,,43.000000,0.531198,1.349459,0.938557,2.540408,1.766869
761,37738278,Knowledge and Process Management,,130.000000,0.530821,0.601953,0.579922,1.134003,1.092499
762,122161766,Journal of Forecasting,,504.000000,0.530170,0.407831,0.452800,0.769245,0.854065
763,4210181806,South Asian Journal of Business Studies,,94.000000,0.530084,0.754937,0.670059,1.424183,1.264061
764,4210226436,Operations and Supply Chain Management An International Journal,B,157.000000,0.529922,0.605942,0.567591,1.143456,1.071084
765,150848784,Journal of Emerging Market Finance,,60.000000,0.529131,0.798239,0.699364,1.508584,1.321722
766,164338815,EuroMed Journal of Business,,205.000000,0.528201,0.548645,0.549187,1.038705,1.039730
767,46472734,Young Consumers Insight and Ideas for Responsible Marketers,,160.000000,0.527467,0.520854,0.527481,0.987463,1.000027
768,57667410,Annals of Operations Research,,2553.000000,0.526561,0.370598,0.441624,0.703809,0.838694
769,2737866954,Review of Regional Studies,E,60.000000,0.525520,0.808306,0.699424,1.538107,1.330918
770,199127151,Qualitative Research in Organizations and Management An International Journal,,94.000000,0.525160,0.708236,0.613353,1.348611,1.167937
771,35246616,International Review of Finance,,162.000000,0.524529,0.457878,0.499665,0.872931,0.952596
772,2764472888,Central European Business Review,,41.000000,0.523474,0.978444,0.826309,1.869136,1.578511
773,149486094,Australian Economic Review,,127.000000,0.521193,0.594130,0.532537,1.139944,1.021767
774,62110574,Review of Quantitative Finance and Accounting,,486.000000,0.520852,0.360404,0.426920,0.691951,0.819657
775,50561683,International Review of Applied Economics,E,211.000000,0.519845,0.529236,0.506868,1.018066,0.975037
776,4210170851,Review of Regional Research,,65.000000,0.519213,0.773002,0.677628,1.488795,1.305104
777,4387279745,Bankers Markets & Investors,,30.000000,0.518768,1.183351,0.958833,2.281078,1.848288
778,41930762,Japanese Economic Review,E,119.000000,0.518112,0.673867,0.573475,1.300622,1.106857
779,149050951,Journal of Chinese Economic and Business Studies,,114.000000,0.517717,0.559099,0.543572,1.079931,1.049942
780,172297888,The Review of Austrian Economics,,129.000000,0.517380,0.691488,0.564036,1.336519,1.090178
781,2765032997,Indian Economic Review,E,112.000000,0.517134,0.556777,0.527163,1.076659,1.019392
782,80375752,Current Issues in Auditing,,77.000000,0.517040,0.727211,0.627922,1.406488,1.214455
783,103309803,International Journal of Quality and Service Sciences,B,116.000000,0.516845,0.673123,0.613563,1.302369,1.187130
784,151220816,Post-Communist Economies,,175.000000,0.515807,0.536839,0.534183,1.040775,1.035626
785,206927904,Asia Pacific Journal of Human Resources,,147.000000,0.515509,0.634157,0.553210,1.230158,1.073133
786,95074589,Review of Accounting and Finance,,98.000000,0.514477,0.594767,0.578827,1.156062,1.125079
787,160156518,International Journal of Fashion Design Technology and Education,,205.000000,0.514136,0.497475,0.482538,0.967595,0.938540
788,121026525,Journal of Evolutionary Economics,E,206.000000,0.514013,0.552093,0.515651,1.074083,1.003187
789,4210209709,Health Policy,,672.000000,0.513986,0.379681,0.449151,0.738700,0.873859
790,4210181832,Total Quality Management & Business Excellence,B,270.000000,0.512758,0.455828,0.495185,0.888972,0.965729
791,4210188777,Recherche et Applications en Marketing (English Edition),,86.000000,0.512258,0.729836,0.628096,1.424743,1.226131
792,4210168539,Science and Public Policy,,367.000000,0.511434,0.341971,0.418703,0.668652,0.818685
793,180492355,Public Finance Review,,111.000000,0.509689,0.682552,0.556380,1.339154,1.091608
794,197981039,Economics and Politics,,149.000000,0.509640,0.507292,0.476471,0.995393,0.934918
795,4210229067,Business and Human Rights Journal,,105.000000,0.509367,0.706663,0.563196,1.387336,1.105679
796,14764538,Journal of strategy and management,B,158.000000,0.508982,0.601288,0.548487,1.181353,1.077616
797,79989894,International Journal of Managerial Finance,,185.000000,0.508804,0.504602,0.524043,0.991742,1.029950
798,196564809,The B E Journal of Macroeconomics,E,93.000000,0.508731,0.647667,0.559148,1.273103,1.099103
799,20489460,Benchmarking An International Journal,B,647.000000,0.506628,0.444195,0.484258,0.876768,0.955846
800,180723199,Agribusiness,,330.000000,0.506624,0.344476,0.415854,0.679945,0.820834
801,4210231679,Journal of Industrial Integration and Management,,113.000000,0.505706,0.712438,0.641775,1.408799,1.269069
802,4210197436,Vierteljahrshefte zur Wirtschaftsforschung,,30.000000,0.505325,1.159071,0.940117,2.293711,1.860419
803,23218617,Journal of International Trade & Economic Development,,285.000000,0.504839,0.462874,0.487829,0.916875,0.966305
804,2765013869,Journal of Family Business Management,,246.000000,0.504256,0.506121,0.502723,1.003698,0.996959
805,68817889,Social enterprise journal,,138.000000,0.504096,0.538430,0.517613,1.068110,1.026814
806,4210171430,Journal of Enterprising Communities People and Places in the Global Economy,,194.000000,0.501843,0.536791,0.530690,1.069639,1.057483
807,4210177123,Journal of Global Operations and Strategic Sourcing,,109.000000,0.500501,0.604135,0.579411,1.207060,1.157663
808,201928713,Review of Radical Political Economics,,146.000000,0.500108,0.544989,0.508637,1.089743,1.017055
809,2764347203,Risk Management and Insurance Review,,75.000000,0.500040,0.712660,0.622529,1.425207,1.244959
810,98232940,International Review on Public and Nonprofit Marketing,,140.000000,0.499651,0.597263,0.550905,1.195361,1.102581
811,4210186947,Finance Contrôle Stratégie,,33.000000,0.499512,1.138988,0.909504,2.280203,1.820786
812,112983894,Portuguese Economic Journal,E,82.000000,0.499066,0.724536,0.627407,1.451785,1.257164
813,136286870,Journal of Indian Business Research,,81.000000,0.498412,0.720964,0.641862,1.446522,1.287815
814,2764933780,ASIA MARKETING JOURNAL,,74.000000,0.498330,0.830060,0.655315,1.665684,1.315022
815,4210184380,ISRA International Journal of Islamic Finance,,96.000000,0.497562,0.791909,0.675014,1.591580,1.356645
816,2764882396,Borsa Istanbul Review,,353.000000,0.497123,0.478570,0.503246,0.962679,1.012316
817,204649255,China Economic Journal,,94.000000,0.495087,0.633186,0.574324,1.278940,1.160047
818,2764639155,Transnational Corporation Review,,110.000000,0.494933,0.702238,0.609294,1.418855,1.231065
819,267729,International Transactions in Operational Research,,657.000000,0.494606,0.327150,0.419229,0.661435,0.847603
820,58438227,Journal of Revenue and Pricing Management,,185.000000,0.494442,0.540350,0.492957,1.092849,0.996997
821,55766468,International Studies of Management and Organization,,94.000000,0.494402,0.649242,0.577337,1.313188,1.167749
822,4210175380,Revista Perspectiva Empresarial,,29.000000,0.493767,1.170079,0.946753,2.369701,1.917410
823,127482291,Journal of Research in Marketing and Entrepreneurship,,82.000000,0.493552,0.645797,0.593808,1.308469,1.203133
824,4210239487,Italian Economic Journal,E,167.000000,0.493478,0.579425,0.509756,1.174167,1.032987
825,1558358,Journal of Business Strategy,B,177.000000,0.492489,0.599337,0.528538,1.216956,1.073198
826,45044709,International Journal of Organization Theory and Behavior,,62.000000,0.492405,0.769251,0.675219,1.562232,1.371268
827,2898343181,Wine Economics and Policy,,66.000000,0.492394,0.754291,0.656671,1.531886,1.333630
828,2764783623,Asian Journal of Business and Accounting,,39.000000,0.491786,0.965179,0.814441,1.962599,1.656087
829,62905163,Operations Management Research,B,317.000000,0.491657,0.528604,0.495721,1.075146,1.008266
830,4210197148,Estudios de economía,,34.000000,0.491112,1.065255,0.870371,2.169066,1.772243
831,157600745,International Journal of Productivity and Performance Management,B,552.000000,0.490468,0.509995,0.490012,1.039813,0.999070
832,91661715,Kyklos,E,153.000000,0.490409,0.556837,0.498642,1.135454,1.016787
833,136745531,Macroeconomic Dynamics,E,248.000000,0.488712,0.447328,0.440906,0.915320,0.902179
834,120949314,Comparative Economic Studies,,107.000000,0.488321,0.598312,0.547947,1.225245,1.122104
835,121321708,Transportation Journal,,77.000000,0.487951,0.650559,0.590966,1.333247,1.211118
836,4210187585,Small Enterprise Research,,69.000000,0.487726,0.767206,0.654425,1.573028,1.341790
837,105799767,European Journal of the History of Economic Thought,,240.000000,0.487225,0.714195,0.522521,1.465845,1.072443
838,44544138,Journal of Income Distribution,,30.000000,0.486997,1.139536,0.923901,2.339924,1.897140
839,4210209416,Green Finance,,90.000000,0.486345,0.640718,0.593833,1.317415,1.221012
