source_id,dd_name,incites_name,journal_name,ISSN,categories,Categories_1
https://openalex.org/S8133038,Research in International Business and Finance,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,Research in International Business and Finance,0275-5319,"['BUSINESS, FINANCE']",
https://openalex.org/S41869786,SMALL BUSINESS ECONOMICS,SMALL BUSINESS ECONOMICS,Small Business Economics,0921-898X,"[BUSINESS, ECONOMICS, MANAGEMENT]",
https://openalex.org/S102805530,ENERGY JOURNAL,ENERGY JOURNAL,The Energy Journal,0195-6574,"[ECONOMICS, ENVIRONMENTAL STUDIES]",
https://openalex.org/S39841227,INTERNATIONAL JOURNAL OF FORECASTING,INTERNATIONAL JOURNAL OF FORECASTING,International Journal of Forecasting,0169-2070,"[ECONOMICS, MANAGEMENT]",
https://openalex.org/S35673206,INTERNATIONAL MARKETING REVIEW,INTERNATIONAL MARKETING REVIEW,International Marketing Review,0265-1335,[BUSINESS],
https://openalex.org/S105430050,JOURNAL OF WORLD TRADE,JOURNAL OF WORLD TRADE,Journal of World Trade,1011-6702,[ECONOMICS],
https://openalex.org/S52328560,International Journal of Shipping and Transport Logistics,INTERNATIONAL JOURNAL OF SHIPPING AND TRANSPORT LOGISTICS,International Journal of Shipping and Transport Logistics,1756-6517,"[MANAGEMENT, TRANSPORTATION]",
https://openalex.org/S87209429,Journal of Benefit-Cost Analysis,JOURNAL OF BENEFIT-COST ANALYSIS,Journal of Benefit-Cost Analysis,2194-5888,[ECONOMICS],
https://openalex.org/S91071628,Journal of East European Management Studies,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,Journal of East European Management Studies,0949-6181,[MANAGEMENT],
https://openalex.org/S127646213,JOURNAL OF FINANCIAL MARKETS,JOURNAL OF FINANCIAL MARKETS,Journal of Financial Markets,1386-4181,"['BUSINESS, FINANCE']",
https://openalex.org/S64831726,Journal of Leadership & Organizational Studies,JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES,Journal of Leadership & Organizational Studies,1548-0518,[MANAGEMENT],
https://openalex.org/S93630570,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,Journal of Product Innovation Management,0737-6782,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S171424506,European Accounting Review,EUROPEAN ACCOUNTING REVIEW,European Accounting Review,0963-8180,"['BUSINESS, FINANCE']",
https://openalex.org/S87745625,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,International Journal of Management Reviews,1460-8545,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S4210209722,Asian Economic Papers,ASIAN ECONOMIC PAPERS,Asian Economic Papers,1535-3516,[ECONOMICS],
https://openalex.org/S170200280,Journal of Australian Political Economy,JOURNAL OF AUSTRALIAN POLITICAL ECONOMY,Journal of Australian political economy,0156-5826,[ECONOMICS],
https://openalex.org/S188292526,Econ Journal Watch,ECON JOURNAL WATCH,Econ journal watch,1933-527X,[ECONOMICS],
https://openalex.org/S83271458,Journal of Vacation Marketing,JOURNAL OF VACATION MARKETING,Journal Of Vacation Marketing,1356-7667,[BUSINESS],
https://openalex.org/S122073985,JOURNAL OF ECONOMIC HISTORY,JOURNAL OF ECONOMIC HISTORY,The Journal of Economic History,0022-0507,[ECONOMICS],
https://openalex.org/S78091837,REVIEW OF WORLD ECONOMICS,REVIEW OF WORLD ECONOMICS,Review of World Economics,1610-2878,[ECONOMICS],
https://openalex.org/S56271844,Information Systems and E-Business Management,INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT,Information Systems and e-Business Management,1617-9846,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S64744539,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,Organizational Behavior and Human Decision Processes,0749-5978,[MANAGEMENT],
https://openalex.org/S137519996,Electronic Markets,ELECTRONIC MARKETS,Electronic Markets,1019-6781,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S116662517,Asian Economic Journal,ASIAN ECONOMIC JOURNAL,Asian Economic Journal,1351-3958,[ECONOMICS],
https://openalex.org/S55099511,Research in Organizational Behavior,RESEARCH IN ORGANIZATIONAL BEHAVIOR,Research in Organizational Behavior,0191-3085,[MANAGEMENT],
https://openalex.org/S38350834,Journal of Business Logistics,JOURNAL OF BUSINESS LOGISTICS,Journal of Business Logistics,0735-3766,[MANAGEMENT],
https://openalex.org/S170913539,BULLETIN OF ECONOMIC RESEARCH,BULLETIN OF ECONOMIC RESEARCH,Bulletin of Economic Research,0307-3378,[ECONOMICS],
https://openalex.org/S170137484,REVIEW OF FINANCIAL STUDIES,REVIEW OF FINANCIAL STUDIES,Review of Financial Studies,0893-9454,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S59007373,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,Supply Chain Management An International Journal,1359-8546,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S200838492,MANCHESTER SCHOOL,MANCHESTER SCHOOL,Manchester School,1463-6786,[ECONOMICS],
https://openalex.org/S97316453,Cambridge Journal of Regions Economy and Society,CAMBRIDGE JOURNAL OF REGIONS ECONOMY AND SOCIETY,Cambridge Journal of Regions Economy and Society,1752-1378,"[DEVELOPMENT STUDIES, ECONOMICS, GEOGRAPHY]",
https://openalex.org/S198098467,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,Journal of International Economics,0022-1996,[ECONOMICS],
https://openalex.org/S128621090,JOURNAL OF ECONOMIC EDUCATION,JOURNAL OF ECONOMIC EDUCATION,The Journal of Economic Education,0022-0485,[ECONOMICS],
https://openalex.org/S45992627,ECONOMIC JOURNAL,ECONOMIC JOURNAL,The Economic Journal,0013-0133,[ECONOMICS],
https://openalex.org/S106686155,JOURNAL OF RISK AND UNCERTAINTY,JOURNAL OF RISK AND UNCERTAINTY,Journal of Risk and Uncertainty,0895-5646,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S92522684,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,Journal of the Academy of Marketing Science,0092-0703,[BUSINESS],
https://openalex.org/S130638383,Futures,FUTURES,Futures,0016-3287,[ECONOMICS],
https://openalex.org/S154775064,AGRICULTURAL ECONOMICS,AGRICULTURAL ECONOMICS,Agricultural Economics,0169-5150,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",
https://openalex.org/S165492527,ECONOMIC HISTORY REVIEW,ECONOMIC HISTORY REVIEW,The Economic History Review,0013-0117,[ECONOMICS],
https://openalex.org/S166621295,JOURNAL OF HEALTH ECONOMICS,JOURNAL OF HEALTH ECONOMICS,Journal of Health Economics,0167-6296,"[ECONOMICS, HEALTH CARE SCIENCES & SERVICES, HEALTH POLICY & SERVICES]",
https://openalex.org/S201037040,INTERNATIONAL JOURNAL OF MANPOWER,INTERNATIONAL JOURNAL OF MANPOWER,International Journal of Manpower,0143-7720,"[INDUSTRIAL RELATIONS & LABOR, MANAGEMENT]",
https://openalex.org/S12818680,Corporate Social Responsibility and Environmental Management,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,Corporate Social Responsibility and Environmental Management,1535-3958,"[BUSINESS, ENVIRONMENTAL STUDIES, MANAGEMENT]",
https://openalex.org/S2735550652,Journal of the Association of Environmental and Resource Economists,JOURNAL OF THE ASSOCIATION OF ENVIRONMENTAL AND RESOURCE ECONOMISTS,Journal of the Association of Environmental and Resource Economists,2333-5955,"[ECONOMICS, ENVIRONMENTAL STUDIES]",
https://openalex.org/S134979503,THEORY AND DECISION,THEORY AND DECISION,Theory and Decision,0040-5833,[ECONOMICS],
https://openalex.org/S84101701,SYSTEM DYNAMICS REVIEW,SYSTEM DYNAMICS REVIEW,System Dynamics Review,0883-7066,[MANAGEMENT],
https://openalex.org/S23010633,Asian Economic Policy Review,ASIAN ECONOMIC POLICY REVIEW,Asian Economic Policy Review,1832-8105,[ECONOMICS],
https://openalex.org/S94499970,Energy Economics,ENERGY ECONOMICS,Energy Economics,0140-9883,[ECONOMICS],
https://openalex.org/S202934171,JOURNAL OF MATHEMATICAL ECONOMICS,JOURNAL OF MATHEMATICAL ECONOMICS,Journal of Mathematical Economics,0304-4068,[ECONOMICS],
https://openalex.org/S198325475,INSURANCE MATHEMATICS & ECONOMICS,INSURANCE MATHEMATICS & ECONOMICS,Insurance Mathematics and Economics,0167-6687,[ECONOMICS],
https://openalex.org/S96544531,APPLIED ECONOMICS LETTERS,APPLIED ECONOMICS LETTERS,Applied Economics Letters,1350-4851,[ECONOMICS],
https://openalex.org/S13669392,German Economic Review,GERMAN ECONOMIC REVIEW,German Economic Review,1465-6485,[ECONOMICS],
https://openalex.org/S203364070,BULLETIN OF INDONESIAN ECONOMIC STUDIES,BULLETIN OF INDONESIAN ECONOMIC STUDIES,Bulletin of Indonesian Economic Studies,0007-4918,"[AREA STUDIES, ECONOMICS]",
https://openalex.org/S51113653,ENGINEERING ECONOMIST,ENGINEERING ECONOMIST,The Engineering Economist,0013-791X,"[BUSINESS, MANAGEMENT, OPERATIONS RESEARCH & MANAGEMENT SCIENCE]",
https://openalex.org/S2765057658,Sport Marketing Quarterly,SPORT MARKETING QUARTERLY,Sport Marketing Quarterly,1061-6934,[BUSINESS],
https://openalex.org/S4210174288,American Economic Review-Insights,AMERICAN ECONOMIC REVIEW-INSIGHTS,American Economic Review Insights,2640-205X,[ECONOMICS],
https://openalex.org/S149339240,EASTERN EUROPEAN ECONOMICS,EASTERN EUROPEAN ECONOMICS,Eastern European Economics,0012-8775,[ECONOMICS],
https://openalex.org/S139478629,Journal of Business-to-Business Marketing,JOURNAL OF BUSINESS-TO-BUSINESS MARKETING,Journal of Business-to-Business Marketing,1051-712X,[BUSINESS],
https://openalex.org/S147126554,Panoeconomicus,PANOECONOMICUS,Panoeconomicus,1452-595X,[ECONOMICS],
https://openalex.org/S112983894,Portuguese Economic Journal,PORTUGUESE ECONOMIC JOURNAL,Portuguese Economic Journal,1617-982X,[ECONOMICS],
https://openalex.org/S173807628,International Journal of Consumer Studies,INTERNATIONAL JOURNAL OF CONSUMER STUDIES,International Journal of Consumer Studies,1470-6423,[BUSINESS],
https://openalex.org/S62957338,JOURNAL OF HUMAN RESOURCES,JOURNAL OF HUMAN RESOURCES,The Journal of Human Resources,0022-166X,"[ECONOMICS, INDUSTRIAL RELATIONS & LABOR]",
https://openalex.org/S79175213,JOURNAL OF FINANCIAL SERVICES RESEARCH,JOURNAL OF FINANCIAL SERVICES RESEARCH,Journal of Financial Services Research,0920-8550,"['BUSINESS, FINANCE']",
https://openalex.org/S33741590,Academy of Management Perspectives,ACADEMY OF MANAGEMENT PERSPECTIVES,Academy of Management Perspectives,1558-9080,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S36547454,International Entrepreneurship and Management Journal,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,International Entrepreneurship and Management Journal,1554-7191,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S143995394,JOURNAL OF WORLD BUSINESS,JOURNAL OF WORLD BUSINESS,Journal of World Business,1090-9516,[BUSINESS],
https://openalex.org/S4210210387,Cross Cultural & Strategic Management,CROSS CULTURAL & STRATEGIC MANAGEMENT,Cross Cultural & Strategic Management,2059-5794,[MANAGEMENT],
https://openalex.org/S104160329,Independent Review,INDEPENDENT REVIEW,The independent review,1086-1653,[ECONOMICS],
https://openalex.org/S2484743993,Custos e Agronegocio On Line,CUSTOS E AGRONEGOCIO ON LINE,Custos e @gronegócio online,1808-2882,"[AGRICULTURAL ECONOMICS & POLICY, BUSINESS, ECONOMICS]",
https://openalex.org/S74917840,JOURNAL OF FINANCIAL RESEARCH,JOURNAL OF FINANCIAL RESEARCH,The Journal of Financial Research,0270-2592,"['BUSINESS, FINANCE']",
https://openalex.org/S69790668,SYSTEMIC PRACTICE AND ACTION RESEARCH,SYSTEMIC PRACTICE AND ACTION RESEARCH,Systemic Practice and Action Research,1094-429X,[MANAGEMENT],
https://openalex.org/S35246616,International Review of Finance,INTERNATIONAL REVIEW OF FINANCE,International Review of Finance,1369-412X,"['BUSINESS, FINANCE']",
https://openalex.org/S175747132,NEW TECHNOLOGY WORK AND EMPLOYMENT,NEW TECHNOLOGY WORK AND EMPLOYMENT,New Technology Work and Employment,0268-1072,[MANAGEMENT],
https://openalex.org/S4210173595,American Journal of Health Economics,AMERICAN JOURNAL OF HEALTH ECONOMICS,American Journal of Health Economics,2332-3493,"[ECONOMICS, HEALTH POLICY & SERVICES]",
https://openalex.org/S197981039,Economics & Politics,ECONOMICS & POLITICS,Economics and Politics,0954-1985,[ECONOMICS],
https://openalex.org/S97042997,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,Jahrbücher für Nationalökonomie und Statistik,0021-4027,[ECONOMICS],
https://openalex.org/S69872077,INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,International Journal of Project Management,0263-7863,[MANAGEMENT],
https://openalex.org/S170231156,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,International Journal of Entrepreneurial Behaviour & Research,1355-2554,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S145429826,JOURNAL OF CONSUMER RESEARCH,JOURNAL OF CONSUMER RESEARCH,Journal of Consumer Research,0093-5301,[BUSINESS],
https://openalex.org/S33323087,MANAGEMENT SCIENCE,MANAGEMENT SCIENCE,Management Science,0025-1909,"[MANAGEMENT, OPERATIONS RESEARCH & MANAGEMENT SCIENCE]",
https://openalex.org/S14291815,Journal of Marketing Management,JOURNAL OF MARKETING MANAGEMENT,Journal of Marketing Management,0267-257X,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S53993439,American Law and Economics Review,AMERICAN LAW AND ECONOMICS REVIEW,American Law and Economics Review,1465-7252,[ECONOMICS],
https://openalex.org/S175759345,ECONOMIC DEVELOPMENT QUARTERLY,ECONOMIC DEVELOPMENT QUARTERLY,Economic Development Quarterly,0891-2424,"[DEVELOPMENT STUDIES, ECONOMICS, URBAN STUDIES]",
https://openalex.org/S191114782,Journal of Fashion Marketing and Management,JOURNAL OF FASHION MARKETING AND MANAGEMENT,Journal of Fashion Marketing and Management,1361-2026,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S121026525,JOURNAL OF EVOLUTIONARY ECONOMICS,JOURNAL OF EVOLUTIONARY ECONOMICS,Journal of Evolutionary Economics,0936-9937,[ECONOMICS],
https://openalex.org/S4210179427,Academia-Revista Latinoamericana de Administracion,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,Academia Revista Latinoamericana de Administración,1012-8255,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S90149737,European Journal of Innovation Management,EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,European Journal of Innovation Management,1460-1060,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S18095783,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,Journal of Business and Economic Statistics,0735-0015,[ECONOMICS],
https://openalex.org/S136612413,JOURNAL OF FUTURES MARKETS,JOURNAL OF FUTURES MARKETS,Journal of Futures Markets,0270-7314,"['BUSINESS, FINANCE']",
https://openalex.org/S52721111,Journal of Real Estate Research,JOURNAL OF REAL ESTATE RESEARCH,Journal of Real Estate Research,0896-5803,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S2764807039,Service Science,SERVICE SCIENCE,Service Science,2164-3962,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S100149336,Negotiation and Conflict Management Research,NEGOTIATION AND CONFLICT MANAGEMENT RESEARCH,Negotiation and Conflict Management Research,1750-4708,[MANAGEMENT],
https://openalex.org/S165881774,B E Journal of Theoretical Economics,B E JOURNAL OF THEORETICAL ECONOMICS,The B E Journal of Theoretical Economics,2194-6124,[ECONOMICS],
https://openalex.org/S125733402,Investigacion Economica,INVESTIGACION ECONOMICA,Investigación Económica,0185-1667,[ECONOMICS],
https://openalex.org/S60036207,Journal of Credit Risk,JOURNAL OF CREDIT RISK,The Journal of Credit Risk,1744-6619,"['BUSINESS, FINANCE']",
https://openalex.org/S8557221,JOURNAL OF LABOR ECONOMICS,JOURNAL OF LABOR ECONOMICS,Journal of Labor Economics,0734-306X,"[ECONOMICS, INDUSTRIAL RELATIONS & LABOR]",
https://openalex.org/S70709366,Nonprofit Management & Leadership,NONPROFIT MANAGEMENT & LEADERSHIP,Nonprofit Management and Leadership,1048-6682,"[MANAGEMENT, PUBLIC ADMINISTRATION]",
https://openalex.org/S179979277,INTERNATIONAL ECONOMIC REVIEW,INTERNATIONAL ECONOMIC REVIEW,International Economic Review,0020-6598,[ECONOMICS],
https://openalex.org/S49331332,SERVICE INDUSTRIES JOURNAL,SERVICE INDUSTRIES JOURNAL,Service Industries Journal,0264-2069,[MANAGEMENT],
https://openalex.org/S108845946,ECONOMICA,ECONOMICA,Economica,0013-0427,[ECONOMICS],
https://openalex.org/S176497116,Management Communication Quarterly,MANAGEMENT COMMUNICATION QUARTERLY,Management Communication Quarterly,0893-3189,"[COMMUNICATION, MANAGEMENT]",
https://openalex.org/S166264140,EMERGING MARKETS FINANCE AND TRADE,EMERGING MARKETS FINANCE AND TRADE,Emerging Markets Finance and Trade,1540-496X,"[BUSINESS, ECONOMICS]",
https://openalex.org/S2765008422,Global Strategy Journal,GLOBAL STRATEGY JOURNAL,Global Strategy Journal,2042-5791,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S180851279,Journal of Services Marketing,JOURNAL OF SERVICES MARKETING,Journal of Services Marketing,0887-6045,[BUSINESS],
https://openalex.org/S152897404,RESEARCH-TECHNOLOGY MANAGEMENT,RESEARCH-TECHNOLOGY MANAGEMENT,Research-Technology Management,0895-6308,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S111116695,JOURNAL OF ACCOUNTING RESEARCH,JOURNAL OF ACCOUNTING RESEARCH,Journal of Accounting Research,0021-8456,"['BUSINESS, FINANCE']",
https://openalex.org/S157344451,South African Journal of Economic and Management Sciences,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,South African Journal of Economic and Management Sciences,1015-8812,"[ECONOMICS, MANAGEMENT]",
https://openalex.org/S4210206015,QME-Quantitative Marketing and Economics,QME-QUANTITATIVE MARKETING AND ECONOMICS,Quantitative Marketing and Economics,1570-7156,"[BUSINESS, ECONOMICS]",
https://openalex.org/S4210214909,Prague Economic Papers,PRAGUE ECONOMIC PAPERS,Prague Economic Papers,1210-0455,[ECONOMICS],
https://openalex.org/S193228710,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,Journal of Financial and Quantitative Analysis,0022-1090,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S126013225,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,Systems Research and Behavioral Science,1092-7026,[MANAGEMENT],
https://openalex.org/S99606308,ECONOMIC POLICY,ECONOMIC POLICY,Economic Policy,0266-4658,[ECONOMICS],
https://openalex.org/S3022066471,German Journal of Human Resource Management-Zeitschrift fur Personalforschung,GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT-ZEITSCHRIFT FUR PERSONALFORSCHUNG,German Journal of Human Resource Management Zeitschrift für Personalforschung,2397-0022,[MANAGEMENT],
https://openalex.org/S120049674,Engineering Construction and Architectural Management,ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,Engineering Construction & Architectural Management,0969-9988,[MANAGEMENT],
https://openalex.org/S55239356,Journal of Purchasing and Supply Management,JOURNAL OF PURCHASING AND SUPPLY MANAGEMENT,Journal of Purchasing and Supply Management,1478-4092,[MANAGEMENT],
https://openalex.org/S117460449,Asia Pacific Business Review,ASIA PACIFIC BUSINESS REVIEW,Asia Pacific Business Review,1360-2381,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S185930956,CONTEMPORARY ECONOMIC POLICY,CONTEMPORARY ECONOMIC POLICY,Contemporary Economic Policy,1074-3529,"[ECONOMICS, PUBLIC ADMINISTRATION]",
https://openalex.org/S149709236,GROUP DECISION AND NEGOTIATION,GROUP DECISION AND NEGOTIATION,Group Decision and Negotiation,0926-2644,[MANAGEMENT],
https://openalex.org/S46763546,ACADEMY OF MANAGEMENT REVIEW,ACADEMY OF MANAGEMENT REVIEW,Academy of Management Review,0363-7425,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S89389284,EUROPEAN JOURNAL OF MARKETING,EUROPEAN JOURNAL OF MARKETING,European Journal of Marketing,0309-0566,[BUSINESS],
https://openalex.org/S182689569,QUANTITATIVE FINANCE,QUANTITATIVE FINANCE,Quantitative Finance,1469-7688,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S2508752,Business Process Management Journal,BUSINESS PROCESS MANAGEMENT JOURNAL,Business Process Management Journal,1463-7154,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S107859553,International Small Business Journal-Researching Entrepreneurship,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,International Small Business Journal Researching Entrepreneurship,0266-2426,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S142306484,JOURNAL OF OPERATIONS MANAGEMENT,JOURNAL OF OPERATIONS MANAGEMENT,Journal of Operations Management,0272-6963,"[MANAGEMENT, OPERATIONS RESEARCH & MANAGEMENT SCIENCE]",
https://openalex.org/S184446198,Journal of Public Economic Theory,JOURNAL OF PUBLIC ECONOMIC THEORY,Journal of Public Economic Theory,1097-3923,[ECONOMICS],
https://openalex.org/S149486094,Australian Economic Review,AUSTRALIAN ECONOMIC REVIEW,Australian Economic Review,0004-9018,[ECONOMICS],
https://openalex.org/S116778711,Asian Journal of Technology Innovation,ASIAN JOURNAL OF TECHNOLOGY INNOVATION,Asian Journal of Technology Innovation,1976-1597,"[BUSINESS, ECONOMICS]",
https://openalex.org/S175963831,TRIMESTRE ECONOMICO,TRIMESTRE ECONOMICO,El Trimestre Económico,0041-3011,[ECONOMICS],
https://openalex.org/S4210218653,Journal of Demographic Economics,JOURNAL OF DEMOGRAPHIC ECONOMICS,Journal of Demographic Economics,2054-0892,"[DEMOGRAPHY, ECONOMICS]",
https://openalex.org/S43156200,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,Review,0014-9187,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S992988095,EKONOMICKY CASOPIS,EKONOMICKY CASOPIS,Ekonomický časopis,0013-3035,[ECONOMICS],
https://openalex.org/S131117787,Review of Finance,REVIEW OF FINANCE,Review of Finance,1572-3097,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S78792899,JOURNAL OF SMALL BUSINESS MANAGEMENT,JOURNAL OF SMALL BUSINESS MANAGEMENT,Journal of Small Business Management,0047-2778,[MANAGEMENT],
https://openalex.org/S37376905,JOURNAL OF PUBLIC POLICY & MARKETING,JOURNAL OF PUBLIC POLICY & MARKETING,Journal of Public Policy & Marketing,0743-9156,[BUSINESS],
https://openalex.org/S122767448,JOURNAL OF MANAGEMENT,JOURNAL OF MANAGEMENT,Journal of Management,0149-2063,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S41302103,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,International Journal of Physical Distribution & Logistics Management,0960-0035,[MANAGEMENT],
https://openalex.org/S2764882396,Borsa Istanbul Review,BORSA ISTANBUL REVIEW,Borsa Istanbul Review,2214-8450,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S82316188,European Journal of Finance,EUROPEAN JOURNAL OF FINANCE,European Journal of Finance,1351-847X,"['BUSINESS, FINANCE']",
https://openalex.org/S164333781,Journal of World Energy Law & Business,JOURNAL OF WORLD ENERGY LAW & BUSINESS,The Journal of World Energy Law & Business,1754-9957,[BUSINESS],
https://openalex.org/S2764905104,Journal of the Economics of Ageing,JOURNAL OF THE ECONOMICS OF AGEING,The Journal of the Economics of Ageing,2212-828X,"[DEMOGRAPHY, ECONOMICS]",
https://openalex.org/S168680943,Annals of Economics and Finance,ANNALS OF ECONOMICS AND FINANCE,Annals of economics and finance,1529-7373,[ECONOMICS],
https://openalex.org/S152304618,LEADERSHIP QUARTERLY,LEADERSHIP QUARTERLY,The Leadership Quarterly,1048-9843,[MANAGEMENT],
https://openalex.org/S181493553,EXPERIMENTAL ECONOMICS,EXPERIMENTAL ECONOMICS,Experimental Economics,1386-4157,[ECONOMICS],
https://openalex.org/S195297104,ORGANIZATIONAL DYNAMICS,ORGANIZATIONAL DYNAMICS,Organizational Dynamics,0090-2616,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S163534328,MARKETING SCIENCE,MARKETING SCIENCE,Marketing Science,0732-2399,[BUSINESS],
https://openalex.org/S66524056,Journal of Business Economics and Management,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,Journal of Business Economics and Management,1611-1699,"[BUSINESS, ECONOMICS]",
https://openalex.org/S129086836,REAL ESTATE ECONOMICS,REAL ESTATE ECONOMICS,Real Estate Economics,1080-8620,"['BUSINESS, FINANCE', ECONOMICS, URBAN STUDIES]",
https://openalex.org/S193530623,STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,Studies in Nonlinear Dynamics and Econometrics,1081-1826,[ECONOMICS],
https://openalex.org/S151220816,POST-COMMUNIST ECONOMIES,POST-COMMUNIST ECONOMIES,Post-Communist Economies,1463-1377,[ECONOMICS],
https://openalex.org/S38024979,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,Journal of International Business Studies,0047-2506,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S57049600,NEGOTIATION JOURNAL,NEGOTIATION JOURNAL,Negotiation Journal,0748-4526,[MANAGEMENT],
https://openalex.org/S117541660,Journal of Contingencies and Crisis Management,JOURNAL OF CONTINGENCIES AND CRISIS MANAGEMENT,Journal of Contingencies and Crisis Management,0966-0879,[MANAGEMENT],
https://openalex.org/S48254654,Journal of Business Finance & Accounting,JOURNAL OF BUSINESS FINANCE & ACCOUNTING,Journal of Business Finance &amp Accounting,0306-686X,"['BUSINESS, FINANCE']",
https://openalex.org/S202144432,Science Technology and Society,SCIENCE TECHNOLOGY AND SOCIETY,Science Technology and Society,0971-7218,[MANAGEMENT],
https://openalex.org/S27967161,Journal of Theoretical and Applied Electronic Commerce Research,JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH,Journal of theoretical and applied electronic commerce research,0718-1876,[BUSINESS],
https://openalex.org/S2898531903,Journal of Commodity Markets,JOURNAL OF COMMODITY MARKETS,Journal of commodity markets,2405-8513,"['BUSINESS, FINANCE', ECONOMICS]",
