journal,source_id,journal_name,ISSN,verified
JOURNAL OF PRODUCT AND BRAND MANAGEMENT,https://openalex.org/S58171247,Journal of Product & Brand Management,1061-0421,True
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,https://openalex.org/S59007373,Supply Chain Management An International Journal,1359-8546,True
ASIAN-PACIFIC ECONOMIC LITERATURE,https://openalex.org/S59042063,Asian-Pacific Economic Literature,0818-9935,True
JOURNAL OF FINANCIAL INTERMEDIATION,https://openalex.org/S5984737,Journal of Financial Intermediation,1042-9573,True
JOURNAL OF CREDIT RISK,https://openalex.org/S60036207,The Journal of Credit Risk,1744-6619,True
JOURNAL OF THE KNOWLEDGE ECONOMY,https://openalex.org/S60370010,Journal of the Knowledge Economy,1868-7865,True
HUMAN RELATIONS,https://openalex.org/S61446109,Human Relations,0018-7267,True
JOURNAL OF ADVERTISING RESEARCH,https://openalex.org/S61992289,Journal of Advertising Research,0021-8499,True
SINGAPORE ECONOMIC REVIEW,https://openalex.org/S62126747,The Singapore Economic Review,0217-5908,True
JOURNAL OF ACCOUNTING & ECONOMICS,https://openalex.org/S62142384,Journal of Accounting and Economics,0165-4101,True
JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,https://openalex.org/S62201805,Journal of Economic Behavior & Organization,0167-2681,True
OPERATIONS MANAGEMENT RESEARCH,https://openalex.org/S62905163,Operations Management Research,1936-9735,True
JOURNAL OF HUMAN RESOURCES,https://openalex.org/S62957338,The Journal of Human Resources,0022-166X,True
FOOD POLICY,https://openalex.org/S63571384,Food Policy,0306-9192,True
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,https://openalex.org/S64744539,Organizational Behavior and Human Decision Processes,0749-5978,True
JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES,https://openalex.org/S64831726,Journal of Leadership & Organizational Studies,1548-0518,True
INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,https://openalex.org/S65353606,International Journal of Retail & Distribution Management,0959-0552,True
CONTEMPORARY ACCOUNTING RESEARCH,https://openalex.org/S65924262,Contemporary Accounting Research,0823-9150,True
JOURNAL OF BUSINESS VENTURING,https://openalex.org/S66201313,Journal of Business Venturing,0883-9026,True
CRITICAL PERSPECTIVES ON ACCOUNTING,https://openalex.org/S66510378,Critical Perspectives on Accounting,1045-2354,True
JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,https://openalex.org/S66524056,Journal of Business Economics and Management,1611-1699,True
CAMBRIDGE JOURNAL OF ECONOMICS,https://openalex.org/S67103694,Cambridge Journal of Economics,0309-166X,True
JOURNAL OF MONETARY ECONOMICS,https://openalex.org/S6711363,Journal of Monetary Economics,0304-3932,True
STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,https://openalex.org/S67638930,Structural Change and Economic Dynamics,0954-349X,True
REVIEW OF NETWORK ECONOMICS,https://openalex.org/S6772833,Review of Network Economics,2194-5993,True
EUROPEAN ECONOMIC REVIEW,https://openalex.org/S69338747,European Economic Review,0014-2921,True
JOURNAL OF ASIAN ECONOMICS,https://openalex.org/S69458508,Journal of Asian Economics,1049-0078,True
SYSTEMIC PRACTICE AND ACTION RESEARCH,https://openalex.org/S69790668,Systemic Practice and Action Research,1094-429X,True
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,https://openalex.org/S69872077,International Journal of Project Management,0263-7863,True
MANAGEMENT AND ORGANIZATION REVIEW,https://openalex.org/S70175541,Management and Organization Review,1740-8776,True
NONPROFIT MANAGEMENT & LEADERSHIP,https://openalex.org/S70709366,Nonprofit Management and Leadership,1048-6682,True
JAPAN AND THE WORLD ECONOMY,https://openalex.org/S70935693,Japan and the World Economy,0922-1425,True
BALTIC JOURNAL OF ECONOMICS,https://openalex.org/S71377650,Baltic Journal of Economics,1406-099X,True
SPATIAL ECONOMIC ANALYSIS,https://openalex.org/S7161550,Spatial Economic Analysis,1742-1772,True
REVIEW OF INTERNATIONAL ECONOMICS,https://openalex.org/S71783669,Review of International Economics,0965-7576,True
REVIEW OF ECONOMIC DESIGN,https://openalex.org/S72258428,Review of Economic Design,1434-4742,True
JOURNAL OF ECONOMIC PERSPECTIVES,https://openalex.org/S72880728,The Journal of Economic Perspectives,0895-3309,True
ORGANIZATION,https://openalex.org/S72915307,Organization,1350-5084,True
JOURNAL OF PENSION ECONOMICS & FINANCE,https://openalex.org/S73680622,Journal of Pensions Economics and Finance,1474-7472,True
TRANSFORMATIONS IN BUSINESS & ECONOMICS,https://openalex.org/S7397502,Transformations in business & economics,1648-4460,True
JOURNAL OF ECONOMIC POLICY REFORM,https://openalex.org/S74096415,Journal of Economic Policy Reform,1748-7870,True
JOURNAL OF FINANCIAL RESEARCH,https://openalex.org/S74917840,The Journal of Financial Research,0270-2592,True
SIAM JOURNAL ON FINANCIAL MATHEMATICS,https://openalex.org/S75627377,SIAM Journal on Financial Mathematics,1945-497X,True
AUDITING-A JOURNAL OF PRACTICE & THEORY,https://openalex.org/S75845752,Auditing A Journal of Practice & Theory,0278-0380,True
QUALITATIVE RESEARCH IN ACCOUNTING AND MANAGEMENT,https://openalex.org/S76239586,Qualitative Research in Accounting & Management,1176-6093,True
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,https://openalex.org/S76440981,Canadian Journal of Economics/Revue canadienne d économique,0008-4085,True
JOURNAL OF BUSINESS ETHICS,https://openalex.org/S76633192,Journal of Business Ethics,0167-4544,True
ANNUAL REVIEW OF RESOURCE ECONOMICS,https://openalex.org/S76844451,Annual Review of Resource Economics,1941-1340,True
CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,https://openalex.org/S77308338,Corporate Governance An International Review,0964-8410,True
REVIEW OF WORLD ECONOMICS,https://openalex.org/S78091837,Review of World Economics,1610-2878,True
JOURNAL OF SMALL BUSINESS MANAGEMENT,https://openalex.org/S78792899,Journal of Small Business Management,0047-2778,True
BUSINESS ETHICS-A EUROPEAN REVIEW,https://openalex.org/S79007945,Business Ethics A European Review,0962-8770,True
JOURNAL OF FINANCIAL SERVICES RESEARCH,https://openalex.org/S79175213,Journal of Financial Services Research,0920-8550,True
JOURNAL OF POLICY MODELING,https://openalex.org/S81022070,Journal of Policy Modeling,0161-8938,True
INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS,https://openalex.org/S81125728,International Journal of Managing Projects in Business,1753-8378,True
JOURNAL OF MANAGEMENT & ORGANIZATION,https://openalex.org/S8124760,Journal of Management & Organization,1833-3672,True
RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,https://openalex.org/S8133038,Research in International Business and Finance,0275-5319,True
M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,https://openalex.org/S81410195,Manufacturing & Service Operations Management,1523-4614,True
JOURNAL OF INFORMATION SYSTEMS,https://openalex.org/S82262387,Journal of Information Systems,0888-7985,True
EUROPEAN JOURNAL OF FINANCE,https://openalex.org/S82316188,European Journal of Finance,1351-847X,True
ROMANIAN JOURNAL OF ECONOMIC FORECASTING,https://openalex.org/S82530445,Romanian Journal of Economic Forecasting,1582-6163,True
ASIAN BUSINESS & MANAGEMENT,https://openalex.org/S82593474,Asian Business & Management,1472-4782,True
JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS & MONEY,https://openalex.org/S82743730,Journal of International Financial Markets Institutions and Money,1042-4431,True
HISTORY OF POLITICAL ECONOMY,https://openalex.org/S83145862,History of Political Economy,0018-2702,True
JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,https://openalex.org/S83262020,Journal of International Financial Management and Accounting,0954-1314,True
JOURNAL OF VACATION MARKETING,https://openalex.org/S83271458,Journal Of Vacation Marketing,1356-7667,True
SYSTEM DYNAMICS REVIEW,https://openalex.org/S84101701,System Dynamics Review,0883-7066,True
JOURNAL OF LABOR ECONOMICS,https://openalex.org/S8557221,Journal of Labor Economics,0734-306X,True
JOURNAL OF APPLIED ECONOMETRICS,https://openalex.org/S85739584,Journal of Applied Econometrics,0883-7252,True
ENVIRONMENTAL & RESOURCE ECONOMICS,https://openalex.org/S86125002,Environmental and Resource Economics,0924-6460,True
JOURNAL OF ACCOUNTING AND PUBLIC POLICY,https://openalex.org/S86762183,Journal of Accounting and Public Policy,0278-4254,True
JOURNAL OF BENEFIT-COST ANALYSIS,https://openalex.org/S87209429,Journal of Benefit-Cost Analysis,2194-5888,True
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,https://openalex.org/S87745625,International Journal of Management Reviews,1460-8545,True
BUSINESS HISTORY REVIEW,https://openalex.org/S88020226,The Business History Review,0007-6805,True
FINANCE RESEARCH LETTERS,https://openalex.org/S88577320,Finance research letters,1544-6123,True
REVIEW OF ECONOMIC STUDIES,https://openalex.org/S88935262,The Review of Economic Studies,0034-6527,True
EUROPEAN JOURNAL OF MARKETING,https://openalex.org/S89389284,European Journal of Marketing,0309-0566,True
EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,https://openalex.org/S90149737,European Journal of Innovation Management,1460-1060,True
SOUTH AFRICAN JOURNAL OF ECONOMICS,https://openalex.org/S90392387,South African Journal of Economics,0038-2280,True
JOURNAL OF TRANSPORT ECONOMICS AND POLICY,https://openalex.org/S90477801,Journal of transport economics and policy,0022-5258,True
JOURNAL OF ECONOMIC INEQUALITY,https://openalex.org/S90873577,The Journal of Economic Inequality,1569-1721,True
JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,https://openalex.org/S91071628,Journal of East European Management Studies,0949-6181,True
KYKLOS,https://openalex.org/S91661715,Kyklos,0023-5962,True
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,https://openalex.org/S91754907,American Journal of Agricultural Economics,0002-9092,True
ASTIN BULLETIN-THE JOURNAL OF THE INTERNATIONAL ACTUARIAL ASSOCIATION,https://openalex.org/S92223472,Astin Bulletin,0515-0361,True
JOURNAL OF MULTINATIONAL FINANCIAL MANAGEMENT,https://openalex.org/S92422469,Journal of Multinational Financial Management,1042-444X,True
JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,https://openalex.org/S92522684,Journal of the Academy of Marketing Science,0092-0703,True
OXFORD BULLETIN OF ECONOMICS AND STATISTICS,https://openalex.org/S92565720,Oxford Bulletin of Economics and Statistics,0305-9049,True
JOURNAL OF INTERACTIVE MARKETING,https://openalex.org/S92709572,Journal of Interactive Marketing,1094-9968,True
JOURNAL OF BUSINESS RESEARCH,https://openalex.org/S93284759,Journal of Business Research,0148-2963,True
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,https://openalex.org/S93630570,Journal of Product Innovation Management,0737-6782,True
JOURNAL OF ECONOMIC ISSUES,https://openalex.org/S93666758,Journal of Economic Issues,0021-3624,True
GAMES AND ECONOMIC BEHAVIOR,https://openalex.org/S94044085,Games and Economic Behavior,0899-8256,True
JOURNAL OF BEHAVIORAL FINANCE,https://openalex.org/S94083415,Journal of Behavioral Finance,1542-7560,True
SPANISH JOURNAL OF FINANCE AND ACCOUNTING-REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDA,https://openalex.org/S940947811,Revista Espanola De Financiacion Y Contabilidad-spanish Journal of Finance and Accounting,0210-2412,True
BUSINESS HISTORY,https://openalex.org/S942037226,Business History,0007-6791,True
LONG RANGE PLANNING,https://openalex.org/S9435936,Long Range Planning,0024-6301,True
ENERGY ECONOMICS,https://openalex.org/S94499970,Energy Economics,0140-9883,True
REVUE D ECONOMIE POLITIQUE,https://openalex.org/S945769174,Revue d économie politique,0373-2630,True
HACIENDA PUBLICA ESPANOLA-REVIEW OF PUBLIC ECONOMICS,https://openalex.org/S948502762,Revista Hacienda Pública Española,0210-1173,True
LEADERSHIP,https://openalex.org/S95314075,Leadership,1742-7150,True
JOURNAL OF POLITICAL ECONOMY,https://openalex.org/S95323914,Journal of Political Economy,0022-3808,True
ECONOMETRICA,https://openalex.org/S95464858,Econometrica,0012-9682,True
REVIEW OF DEVELOPMENT ECONOMICS,https://openalex.org/S95496512,Review of Development Economics,1363-6669,True
INTERNATIONAL JOURNAL OF CENTRAL BANKING,https://openalex.org/S9551102,International journal of central banking,1815-4654,True
JOURNAL OF INTERNATIONAL MANAGEMENT,https://openalex.org/S960608072,Journal of International Management,1075-4253,True
APPLIED ECONOMICS LETTERS,https://openalex.org/S96544531,Applied Economics Letters,1350-4851,True
AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,https://openalex.org/S96919139,American Economic Journal Microeconomics,1945-7669,True
BUSINESS ETHICS QUARTERLY,https://openalex.org/S9702615,Business Ethics Quarterly,1052-150X,True
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,https://openalex.org/S97042997,Jahrbücher für Nationalökonomie und Statistik,0021-4027,True
INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,https://openalex.org/S97048498,The International Journal of Logistics Management,0957-4093,True
CAMBRIDGE JOURNAL OF REGIONS ECONOMY AND SOCIETY,https://openalex.org/S97316453,Cambridge Journal of Regions Economy and Society,1752-1378,True
JOURNAL OF SUPPLY CHAIN MANAGEMENT,https://openalex.org/S97320426,Journal of Supply Chain Management,1523-2409,True
POLITICKA EKONOMIE,https://openalex.org/S976474146,Politická ekonomie,0032-3233,True
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,https://openalex.org/S97886924,Journal of Organizational Behavior Management,0160-8061,True
AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,https://openalex.org/S980556082,Agricultural Economics (Zemědělská ekonomika),0139-570X,True
COMPUTATIONAL ECONOMICS,https://openalex.org/S98984247,Computational Economics,0927-7099,True
JOURNAL OF INDUSTRIAL ECONOMICS,https://openalex.org/S99067594,Journal of Industrial Economics,0022-1821,True
EKONOMICKY CASOPIS,https://openalex.org/S992988095,Ekonomický časopis,0013-3035,True
ECONOMIC POLICY,https://openalex.org/S99606308,Economic Policy,0266-4658,True
MANAGEMENT LEARNING,https://openalex.org/S99768379,Management Learning,1350-5076,True
JOURNAL OF LAW & ECONOMICS,https://openalex.org/S998097505,The Journal of Law and Economics,0022-2186,True
